i,j,k
43,36,0
43,37,0
43,38,0
44,26,0
44,27,0
44,28,0
44,29,0
44,30,0
44,31,0
44,32,0
44,33,0
44,34,0
44,35,0
44,36,0
44,37,0
45,28,0
45,29,0
45,30,0
45,31,0
45,32,0
45,33,0
45,34,0
45,35,0
19,28,1
19,29,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,1
19,35,1
20,25,1
20,26,1
20,27,1
20,28,1
20,29,1
20,30,1
20,31,1
20,32,1
20,33,1
20,34,1
20,35,1
20,36,1
20,37,1
20,38,1
21,24,1
21,25,1
21,26,1
21,27,1
21,28,1
21,29,1
21,30,1
21,31,1
21,32,1
21,33,1
21,34,1
21,35,1
21,36,1
21,37,1
21,38,1
21,39,1
22,24,1
22,25,1
22,26,1
22,27,1
22,28,1
22,29,1
22,30,1
22,31,1
22,32,1
22,33,1
22,34,1
22,35,1
22,36,1
22,37,1
22,38,1
22,39,1
22,40,1
23,23,1
23,24,1
23,25,1
23,26,1
23,27,1
23,28,1
23,29,1
23,30,1
23,31,1
23,32,1
23,33,1
23,34,1
23,35,1
23,36,1
23,37,1
23,38,1
23,39,1
23,40,1
23,41,1
24,22,1
24,23,1
24,24,1
24,25,1
24,26,1
24,27,1
24,36,1
24,37,1
24,38,1
24,39,1
24,40,1
24,41,1
24,42,1
25,21,1
25,22,1
25,23,1
25,24,1
25,25,1
25,38,1
25,39,1
25,40,1
25,41,1
25,42,1
25,43,1
26,20,1
26,21,1
26,22,1
26,23,1
26,24,1
26,39,1
26,40,1
26,41,1
26,42,1
26,43,1
26,44,1
27,20,1
27,21,1
27,22,1
27,23,1
27,24,1
27,40,1
27,41,1
27,42,1
27,43,1
27,44,1
28,19,1
28,20,1
28,21,1
28,22,1
28,23,1
28,40,1
28,41,1
28,42,1
28,43,1
28,44,1
28,45,1
29,19,1
29,20,1
29,21,1
29,22,1
29,23,1
29,41,1
29,42,1
29,43,1
29,44,1
29,45,1
30,19,1
30,20,1
30,21,1
30,22,1
30,23,1
30,41,1
30,42,1
30,43,1
30,44,1
30,45,1
31,19,1
31,20,1
31,21,1
31,22,1
31,23,1
31,41,1
31,42,1
31,43,1
31,44,1
31,45,1
32,19,1
32,20,1
32,21,1
32,22,1
32,23,1
32,41,1
32,42,1
32,43,1
32,44,1
32,45,1
33,19,1
33,20,1
33,21,1
33,22,1
33,23,1
33,41,1
33,42,1
33,43,1
33,44,1
33,45,1
34,19,1
34,20,1
34,21,1
34,22,1
34,23,1
34,41,1
34,42,1
34,43,1
34,44,1
34,45,1
35,19,1
35,20,1
35,21,1
35,22,1
35,23,1
35,41,1
35,42,1
35,43,1
35,44,1
35,45,1
36,19,1
36,20,1
36,21,1
36,22,1
36,23,1
36,24,1
36,40,1
36,41,1
36,42,1
36,43,1
36,44,1
37,20,1
37,21,1
37,22,1
37,23,1
37,24,1
37,25,1
37,39,1
37,40,1
37,41,1
37,42,1
37,43,1
37,44,1
38,20,1
38,21,1
38,22,1
38,23,1
38,24,1
38,25,1
38,26,1
38,38,1
38,39,1
38,40,1
38,41,1
38,42,1
38,43,1
39,21,1
39,22,1
39,23,1
39,24,1
39,25,1
39,26,1
39,27,1
39,37,1
39,38,1
39,39,1
39,40,1
39,41,1
39,42,1
40,22,1
40,23,1
40,24,1
40,25,1
40,26,1
40,27,1
40,28,1
40,29,1
40,35,1
40,36,1
40,37,1
40,38,1
40,39,1
40,40,1
40,41,1
41,23,1
41,24,1
41,25,1
41,26,1
41,27,1
41,28,1
41,29,1
41,30,1
41,31,1
41,32,1
41,33,1
41,34,1
41,35,1
41,36,1
41,37,1
41,38,1
41,39,1
41,40,1
42,24,1
42,25,1
42,26,1
42,27,1
42,28,1
42,29,1
42,30,1
42,31,1
42,32,1
42,33,1
42,34,1
42,35,1
42,36,1
42,37,1
42,38,1
42,39,1
43,25,1
43,26,1
43,27,1
43,28,1
43,29,1
43,30,1
43,31,1
43,32,1
43,33,1
43,34,1
43,35,1
43,36,1
43,37,1
43,38,1
44,26,1
44,27,1
44,28,1
44,29,1
44,30,1
44,31,1
44,32,1
44,33,1
44,34,1
44,35,1
44,36,1
44,37,1
45,28,1
45,29,1
45,30,1
45,31,1
45,32,1
45,33,1
45,34,1
45,35,1
19,27,2
19,28,2
20,25,2
20,26,2
20,27,2
20,28,2
20,29,2
20,30,2
20,31,2
20,32,2
20,33,2
20,34,2
20,35,2
20,36,2
20,37,2
21,24,2
21,25,2
21,26,2
21,27,2
21,28,2
21,29,2
21,30,2
21,31,2
21,32,2
21,33,2
21,34,2
21,35,2
21,36,2
21,37,2
21,38,2
21,39,2
22,23,2
22,24,2
22,25,2
22,26,2
22,27,2
22,28,2
22,29,2
22,30,2
22,31,2
22,32,2
22,33,2
22,34,2
22,35,2
22,36,2
22,37,2
22,38,2
22,39,2
22,40,2
23,22,2
23,23,2
23,24,2
23,25,2
23,26,2
23,27,2
23,28,2
23,29,2
23,30,2
23,31,2
23,32,2
23,33,2
23,34,2
23,35,2
23,36,2
23,37,2
23,38,2
23,39,2
23,40,2
23,41,2
24,21,2
24,22,2
24,23,2
24,24,2
24,25,2
24,26,2
24,27,2
24,36,2
24,37,2
24,38,2
24,39,2
24,40,2
24,41,2
24,42,2
25,20,2
25,21,2
25,22,2
25,23,2
25,24,2
25,25,2
25,38,2
25,39,2
25,40,2
25,41,2
25,42,2
25,43,2
26,20,2
26,21,2
26,22,2
26,23,2
26,24,2
26,39,2
26,40,2
26,41,2
26,42,2
26,43,2
26,44,2
27,19,2
27,20,2
27,21,2
27,22,2
27,23,2
27,24,2
27,40,2
27,41,2
27,42,2
27,43,2
27,44,2
28,19,2
28,20,2
28,21,2
28,22,2
28,23,2
28,41,2
28,42,2
28,43,2
28,44,2
28,45,2
29,19,2
29,20,2
29,21,2
29,22,2
29,23,2
29,41,2
29,42,2
29,43,2
29,44,2
29,45,2
30,19,2
30,20,2
30,21,2
30,22,2
30,23,2
30,41,2
30,42,2
30,43,2
30,44,2
30,45,2
31,19,2
31,20,2
31,21,2
31,22,2
31,23,2
31,41,2
31,42,2
31,43,2
31,44,2
31,45,2
32,20,2
32,21,2
32,22,2
32,23,2
32,41,2
32,42,2
32,43,2
32,44,2
32,45,2
33,19,2
33,20,2
33,21,2
33,22,2
33,23,2
33,41,2
33,42,2
33,43,2
33,44,2
33,45,2
34,19,2
34,20,2
34,21,2
34,22,2
34,23,2
34,41,2
34,42,2
34,43,2
34,44,2
34,45,2
35,19,2
35,20,2
35,21,2
35,22,2
35,23,2
35,40,2
35,41,2
35,42,2
35,43,2
35,44,2
35,45,2
36,20,2
36,21,2
36,22,2
36,23,2
36,24,2
36,40,2
36,41,2
36,42,2
36,43,2
36,44,2
37,20,2
37,21,2
37,22,2
37,23,2
37,24,2
37,39,2
37,40,2
37,41,2
37,42,2
37,43,2
37,44,2
38,21,2
38,22,2
38,23,2
38,24,2
38,25,2
38,38,2
38,39,2
38,40,2
38,41,2
38,42,2
38,43,2
39,21,2
39,22,2
39,23,2
39,24,2
39,25,2
39,26,2
39,37,2
39,38,2
39,39,2
39,40,2
39,41,2
39,42,2
40,22,2
40,23,2
40,24,2
40,25,2
40,26,2
40,27,2
40,28,2
40,35,2
40,36,2
40,37,2
40,38,2
40,39,2
40,40,2
40,41,2
41,23,2
41,24,2
41,25,2
41,26,2
41,27,2
41,28,2
41,29,2
41,30,2
41,31,2
41,32,2
41,33,2
41,34,2
41,35,2
41,36,2
41,37,2
41,38,2
41,39,2
41,40,2
42,24,2
42,25,2
42,26,2
42,27,2
42,28,2
42,29,2
42,30,2
42,31,2
42,32,2
42,33,2
42,34,2
42,35,2
42,36,2
42,37,2
42,38,2
42,39,2
43,25,2
43,26,2
43,27,2
43,28,2
43,29,2
43,30,2
43,31,2
43,32,2
43,33,2
43,34,2
43,35,2
43,36,2
43,37,2
43,38,2
44,26,2
44,27,2
44,28,2
44,29,2
44,30,2
44,31,2
44,32,2
44,33,2
44,34,2
44,35,2
44,36,2
44,37,2
45,28,2
45,29,2
45,30,2
45,31,2
45,32,2
45,33,2
45,34,2
45,35,2
20,35,3
20,36,3
20,37,3
21,28,3
21,29,3
21,30,3
21,31,3
21,32,3
21,33,3
21,34,3
21,35,3
21,37,3
21,38,3
21,39,3
22,26,3
22,27,3
22,28,3
22,29,3
22,30,3
22,31,3
22,32,3
22,33,3
22,34,3
22,35,3
22,36,3
22,37,3
22,38,3
22,39,3
22,40,3
23,25,3
23,26,3
23,27,3
23,28,3
23,29,3
23,30,3
23,31,3
23,32,3
23,33,3
23,34,3
23,35,3
23,36,3
23,37,3
23,38,3
23,39,3
23,40,3
23,41,3
24,24,3
24,25,3
24,26,3
24,27,3
24,36,3
24,37,3
24,38,3
24,39,3
24,40,3
24,41,3
24,42,3
25,23,3
25,24,3
25,25,3
25,38,3
25,39,3
25,40,3
25,41,3
25,42,3
25,43,3
26,22,3
26,23,3
26,24,3
26,39,3
26,40,3
26,42,3
26,43,3
26,44,3
27,22,3
27,23,3
27,24,3
27,40,3
27,41,3
27,42,3
27,43,3
27,44,3
28,21,3
28,22,3
28,23,3
28,41,3
28,43,3
28,44,3
28,45,3
29,21,3
29,22,3
29,23,3
29,41,3
29,43,3
29,44,3
29,45,3
30,21,3
30,22,3
30,23,3
30,43,3
30,44,3
30,45,3
31,21,3
31,22,3
31,23,3
31,43,3
31,44,3
31,45,3
32,21,3
32,22,3
32,23,3
32,43,3
32,44,3
32,45,3
33,21,3
33,22,3
33,23,3
33,43,3
33,44,3
33,45,3
34,21,3
34,22,3
34,23,3
34,43,3
34,44,3
34,45,3
35,20,3
35,21,3
35,22,3
35,23,3
35,43,3
35,44,3
35,45,3
36,20,3
36,22,3
36,23,3
36,24,3
36,42,3
36,43,3
36,44,3
37,20,3
37,21,3
37,22,3
37,23,3
37,24,3
37,42,3
37,43,3
37,44,3
38,21,3
38,22,3
38,23,3
38,24,3
38,25,3
38,41,3
38,42,3
38,43,3
39,21,3
39,22,3
39,23,3
39,24,3
39,25,3
39,26,3
39,40,3
39,41,3
39,42,3
40,22,3
40,23,3
40,24,3
40,25,3
40,26,3
40,27,3
40,39,3
40,40,3
40,41,3
41,23,3
41,24,3
41,25,3
41,27,3
41,28,3
41,29,3
41,38,3
41,39,3
41,40,3
42,24,3
42,25,3
42,26,3
42,27,3
42,36,3
42,37,3
42,38,3
42,39,3
43,25,3
43,26,3
43,27,3
43,28,3
43,29,3
43,30,3
43,31,3
43,32,3
43,33,3
43,34,3
43,35,3
43,36,3
43,37,3
43,38,3
44,26,3
44,27,3
44,28,3
44,29,3
44,30,3
44,31,3
44,32,3
44,33,3
44,34,3
44,35,3
44,36,3
44,37,3
45,28,3
45,29,3
45,30,3
45,31,3
45,32,3
45,33,3
45,34,3
45,35,3
20,35,4
20,36,4
20,37,4
21,28,4
21,29,4
21,30,4
21,31,4
21,32,4
21,33,4
21,34,4
21,35,4
21,37,4
21,38,4
21,39,4
22,26,4
22,27,4
22,28,4
22,29,4
22,30,4
22,31,4
22,32,4
22,33,4
22,34,4
22,35,4
22,36,4
22,37,4
22,38,4
22,39,4
22,40,4
23,25,4
23,26,4
23,27,4
23,28,4
23,29,4
23,30,4
23,31,4
23,32,4
23,33,4
23,34,4
23,35,4
23,36,4
23,37,4
23,38,4
23,39,4
23,40,4
23,41,4
24,24,4
24,25,4
24,26,4
24,27,4
24,36,4
24,37,4
24,38,4
24,39,4
24,40,4
24,41,4
24,42,4
25,23,4
25,24,4
25,25,4
25,38,4
25,39,4
25,40,4
25,41,4
25,42,4
25,43,4
26,22,4
26,23,4
26,24,4
26,39,4
26,40,4
26,42,4
26,43,4
26,44,4
27,22,4
27,23,4
27,24,4
27,40,4
27,41,4
27,42,4
27,43,4
27,44,4
28,21,4
28,22,4
28,23,4
28,41,4
28,43,4
28,44,4
28,45,4
29,21,4
29,22,4
29,23,4
29,41,4
29,43,4
29,44,4
29,45,4
30,21,4
30,22,4
30,23,4
30,43,4
30,44,4
30,45,4
31,21,4
31,22,4
31,23,4
31,43,4
31,44,4
31,45,4
32,21,4
32,22,4
32,23,4
32,43,4
32,44,4
32,45,4
33,21,4
33,22,4
33,23,4
33,43,4
33,44,4
33,45,4
34,21,4
34,22,4
34,23,4
34,43,4
34,44,4
34,45,4
35,20,4
35,21,4
35,22,4
35,23,4
35,43,4
35,44,4
35,45,4
36,20,4
36,22,4
36,23,4
36,24,4
36,42,4
36,43,4
36,44,4
37,20,4
37,21,4
37,22,4
37,23,4
37,24,4
37,42,4
37,43,4
37,44,4
38,21,4
38,22,4
38,23,4
38,24,4
38,25,4
38,41,4
38,42,4
38,43,4
39,21,4
39,22,4
39,23,4
39,24,4
39,25,4
39,26,4
39,40,4
39,41,4
39,42,4
40,22,4
40,23,4
40,24,4
40,25,4
40,26,4
40,27,4
40,39,4
40,40,4
40,41,4
41,23,4
41,24,4
41,25,4
41,27,4
41,28,4
41,29,4
41,38,4
41,39,4
41,40,4
42,24,4
42,25,4
42,26,4
42,27,4
42,36,4
42,37,4
42,38,4
42,39,4
43,25,4
43,26,4
43,27,4
43,28,4
43,29,4
43,30,4
43,31,4
43,32,4
43,33,4
43,34,4
43,35,4
43,36,4
43,37,4
43,38,4
44,26,4
44,27,4
44,28,4
44,29,4
44,30,4
44,31,4
44,32,4
44,33,4
44,34,4
44,35,4
44,36,4
44,37,4
45,28,4
45,29,4
45,30,4
45,31,4
45,32,4
45,33,4
45,34,4
45,35,4
20,35,5
20,36,5
20,37,5
21,28,5
21,29,5
21,30,5
21,31,5
21,32,5
21,33,5
21,34,5
21,35,5
21,37,5
21,38,5
21,39,5
22,26,5
22,27,5
22,28,5
22,29,5
22,30,5
22,31,5
22,32,5
22,33,5
22,34,5
22,35,5
22,36,5
22,37,5
22,38,5
22,39,5
22,40,5
23,25,5
23,26,5
23,27,5
23,28,5
23,29,5
23,30,5
23,31,5
23,32,5
23,33,5
23,34,5
23,35,5
23,36,5
23,37,5
23,38,5
23,39,5
23,40,5
23,41,5
24,24,5
24,25,5
24,26,5
24,27,5
24,36,5
24,37,5
24,38,5
24,39,5
24,40,5
24,41,5
24,42,5
25,23,5
25,24,5
25,25,5
25,38,5
25,39,5
25,40,5
25,41,5
25,42,5
25,43,5
26,22,5
26,23,5
26,24,5
26,39,5
26,40,5
26,42,5
26,43,5
26,44,5
27,22,5
27,23,5
27,24,5
27,40,5
27,41,5
27,42,5
27,43,5
27,44,5
28,21,5
28,22,5
28,23,5
28,41,5
28,43,5
28,44,5
28,45,5
29,21,5
29,22,5
29,23,5
29,41,5
29,43,5
29,44,5
29,45,5
30,21,5
30,22,5
30,23,5
30,43,5
30,44,5
30,45,5
31,21,5
31,22,5
31,23,5
31,43,5
31,44,5
31,45,5
32,21,5
32,22,5
32,23,5
32,43,5
32,44,5
32,45,5
33,21,5
33,22,5
33,23,5
33,43,5
33,44,5
33,45,5
34,21,5
34,22,5
34,23,5
34,43,5
34,44,5
34,45,5
35,20,5
35,21,5
35,22,5
35,23,5
35,43,5
35,44,5
35,45,5
36,20,5
36,22,5
36,23,5
36,24,5
36,42,5
36,43,5
36,44,5
37,20,5
37,21,5
37,22,5
37,23,5
37,24,5
37,42,5
37,43,5
37,44,5
38,21,5
38,22,5
38,23,5
38,24,5
38,25,5
38,41,5
38,42,5
38,43,5
39,21,5
39,22,5
39,23,5
39,24,5
39,25,5
39,26,5
39,40,5
39,41,5
39,42,5
40,22,5
40,23,5
40,24,5
40,25,5
40,26,5
40,27,5
40,39,5
40,40,5
40,41,5
41,23,5
41,24,5
41,25,5
41,27,5
41,28,5
41,29,5
41,38,5
41,39,5
41,40,5
42,24,5
42,25,5
42,26,5
42,27,5
42,36,5
42,37,5
42,38,5
42,39,5
43,25,5
43,26,5
43,27,5
43,28,5
43,29,5
43,30,5
43,31,5
43,32,5
43,33,5
43,34,5
43,35,5
43,36,5
43,37,5
43,38,5
44,26,5
44,27,5
44,28,5
44,29,5
44,30,5
44,31,5
44,32,5
44,33,5
44,34,5
44,35,5
44,36,5
44,37,5
45,28,5
45,29,5
45,30,5
45,31,5
45,32,5
45,33,5
45,34,5
45,35,5
20,35,6
20,36,6
20,37,6
21,28,6
21,29,6
21,30,6
21,31,6
21,32,6
21,33,6
21,34,6
21,35,6
21,37,6
21,38,6
21,39,6
22,26,6
22,27,6
22,28,6
22,29,6
22,30,6
22,31,6
22,32,6
22,33,6
22,34,6
22,35,6
22,36,6
22,37,6
22,38,6
22,39,6
22,40,6
23,25,6
23,26,6
23,27,6
23,28,6
23,29,6
23,30,6
23,31,6
23,32,6
23,33,6
23,34,6
23,35,6
23,36,6
23,37,6
23,38,6
23,39,6
23,40,6
23,41,6
24,24,6
24,25,6
24,26,6
24,27,6
24,36,6
24,37,6
24,38,6
24,39,6
24,40,6
24,41,6
24,42,6
25,23,6
25,24,6
25,25,6
25,38,6
25,39,6
25,40,6
25,41,6
25,42,6
25,43,6
26,22,6
26,23,6
26,24,6
26,39,6
26,40,6
26,42,6
26,43,6
26,44,6
27,22,6
27,23,6
27,24,6
27,40,6
27,41,6
27,42,6
27,43,6
27,44,6
28,21,6
28,22,6
28,23,6
28,41,6
28,43,6
28,44,6
28,45,6
29,21,6
29,22,6
29,23,6
29,41,6
29,43,6
29,44,6
29,45,6
30,21,6
30,22,6
30,23,6
30,43,6
30,44,6
30,45,6
31,21,6
31,22,6
31,23,6
31,43,6
31,44,6
31,45,6
32,21,6
32,22,6
32,23,6
32,43,6
32,44,6
32,45,6
33,21,6
33,22,6
33,23,6
33,43,6
33,44,6
33,45,6
34,21,6
34,22,6
34,23,6
34,43,6
34,44,6
34,45,6
35,20,6
35,21,6
35,22,6
35,23,6
35,43,6
35,44,6
35,45,6
36,20,6
36,22,6
36,23,6
36,24,6
36,42,6
36,43,6
36,44,6
37,20,6
37,21,6
37,22,6
37,23,6
37,24,6
37,42,6
37,43,6
37,44,6
38,21,6
38,22,6
38,23,6
38,24,6
38,25,6
38,41,6
38,42,6
38,43,6
39,21,6
39,22,6
39,23,6
39,24,6
39,25,6
39,26,6
39,40,6
39,41,6
39,42,6
40,22,6
40,23,6
40,24,6
40,25,6
40,26,6
40,27,6
40,39,6
40,40,6
40,41,6
41,23,6
41,24,6
41,25,6
41,27,6
41,28,6
41,29,6
41,38,6
41,39,6
41,40,6
42,24,6
42,25,6
42,26,6
42,27,6
42,36,6
42,37,6
42,38,6
42,39,6
43,25,6
43,26,6
43,27,6
43,28,6
43,29,6
43,30,6
43,31,6
43,32,6
43,33,6
43,34,6
43,35,6
43,36,6
43,37,6
43,38,6
44,26,6
44,27,6
44,28,6
44,29,6
44,30,6
44,31,6
44,32,6
44,33,6
44,34,6
44,35,6
44,36,6
44,37,6
45,28,6
45,29,6
45,30,6
45,31,6
45,32,6
45,33,6
45,34,6
45,35,6
20,35,7
20,36,7
20,37,7
21,28,7
21,29,7
21,30,7
21,31,7
21,32,7
21,33,7
21,34,7
21,35,7
21,37,7
21,38,7
21,39,7
22,26,7
22,27,7
22,28,7
22,29,7
22,30,7
22,31,7
22,32,7
22,33,7
22,34,7
22,35,7
22,36,7
22,37,7
22,38,7
22,39,7
22,40,7
23,25,7
23,26,7
23,27,7
23,28,7
23,29,7
23,30,7
23,31,7
23,32,7
23,33,7
23,34,7
23,35,7
23,36,7
23,37,7
23,38,7
23,39,7
23,40,7
23,41,7
24,24,7
24,25,7
24,26,7
24,27,7
24,36,7
24,37,7
24,38,7
24,39,7
24,40,7
24,41,7
24,42,7
25,23,7
25,24,7
25,25,7
25,38,7
25,39,7
25,40,7
25,41,7
25,42,7
25,43,7
26,22,7
26,23,7
26,24,7
26,39,7
26,40,7
26,42,7
26,43,7
26,44,7
27,22,7
27,23,7
27,24,7
27,40,7
27,41,7
27,42,7
27,43,7
27,44,7
28,21,7
28,22,7
28,23,7
28,41,7
28,43,7
28,44,7
28,45,7
29,21,7
29,22,7
29,23,7
29,41,7
29,43,7
29,44,7
29,45,7
30,21,7
30,22,7
30,23,7
30,43,7
30,44,7
30,45,7
31,21,7
31,22,7
31,23,7
31,43,7
31,44,7
31,45,7
32,21,7
32,22,7
32,23,7
32,43,7
32,44,7
32,45,7
33,21,7
33,22,7
33,23,7
33,43,7
33,44,7
33,45,7
34,21,7
34,22,7
34,23,7
34,43,7
34,44,7
34,45,7
35,20,7
35,21,7
35,22,7
35,23,7
35,43,7
35,44,7
35,45,7
36,20,7
36,22,7
36,23,7
36,24,7
36,42,7
36,43,7
36,44,7
37,20,7
37,21,7
37,22,7
37,23,7
37,24,7
37,42,7
37,43,7
37,44,7
38,21,7
38,22,7
38,23,7
38,24,7
38,25,7
38,41,7
38,42,7
38,43,7
39,21,7
39,22,7
39,23,7
39,24,7
39,25,7
39,26,7
39,40,7
39,41,7
39,42,7
40,22,7
40,23,7
40,24,7
40,25,7
40,26,7
40,27,7
40,39,7
40,40,7
40,41,7
41,23,7
41,24,7
41,25,7
41,27,7
41,28,7
41,29,7
41,38,7
41,39,7
41,40,7
42,24,7
42,25,7
42,26,7
42,27,7
42,36,7
42,37,7
42,38,7
42,39,7
43,25,7
43,26,7
43,27,7
43,28,7
43,29,7
43,30,7
43,31,7
43,32,7
43,33,7
43,34,7
43,35,7
43,36,7
43,37,7
43,38,7
44,26,7
44,27,7
44,28,7
44,29,7
44,30,7
44,31,7
44,32,7
44,33,7
44,34,7
44,35,7
44,36,7
44,37,7
45,28,7
45,29,7
45,30,7
45,31,7
45,32,7
45,33,7
45,34,7
45,35,7
20,35,8
20,36,8
20,37,8
21,28,8
21,29,8
21,30,8
21,31,8
21,32,8
21,33,8
21,34,8
21,35,8
21,37,8
21,38,8
21,39,8
22,26,8
22,27,8
22,28,8
22,29,8
22,30,8
22,31,8
22,32,8
22,33,8
22,34,8
22,35,8
22,36,8
22,37,8
22,38,8
22,39,8
22,40,8
23,25,8
23,26,8
23,27,8
23,28,8
23,29,8
23,30,8
23,31,8
23,32,8
23,33,8
23,34,8
23,35,8
23,36,8
23,37,8
23,38,8
23,39,8
23,40,8
23,41,8
24,24,8
24,25,8
24,26,8
24,27,8
24,36,8
24,37,8
24,38,8
24,39,8
24,40,8
24,41,8
24,42,8
25,23,8
25,24,8
25,25,8
25,38,8
25,39,8
25,40,8
25,41,8
25,42,8
25,43,8
26,22,8
26,23,8
26,24,8
26,39,8
26,40,8
26,42,8
26,43,8
26,44,8
27,22,8
27,23,8
27,24,8
27,40,8
27,41,8
27,42,8
27,43,8
27,44,8
28,21,8
28,22,8
28,23,8
28,41,8
28,43,8
28,44,8
28,45,8
29,21,8
29,22,8
29,23,8
29,41,8
29,43,8
29,44,8
29,45,8
30,21,8
30,22,8
30,23,8
30,43,8
30,44,8
30,45,8
31,21,8
31,22,8
31,23,8
31,43,8
31,44,8
31,45,8
32,21,8
32,22,8
32,23,8
32,43,8
32,44,8
32,45,8
33,21,8
33,22,8
33,23,8
33,43,8
33,44,8
33,45,8
34,21,8
34,22,8
34,23,8
34,43,8
34,44,8
34,45,8
35,20,8
35,21,8
35,22,8
35,23,8
35,43,8
35,44,8
35,45,8
36,20,8
36,22,8
36,23,8
36,24,8
36,42,8
36,43,8
36,44,8
37,20,8
37,21,8
37,22,8
37,23,8
37,24,8
37,42,8
37,43,8
37,44,8
38,21,8
38,22,8
38,23,8
38,24,8
38,25,8
38,41,8
38,42,8
38,43,8
39,21,8
39,22,8
39,23,8
39,24,8
39,25,8
39,26,8
39,40,8
39,41,8
39,42,8
40,22,8
40,23,8
40,24,8
40,25,8
40,26,8
40,27,8
40,39,8
40,40,8
40,41,8
41,23,8
41,24,8
41,25,8
41,27,8
41,28,8
41,29,8
41,38,8
41,39,8
41,40,8
42,24,8
42,25,8
42,26,8
42,27,8
42,36,8
42,37,8
42,38,8
42,39,8
43,25,8
43,26,8
43,27,8
43,28,8
43,29,8
43,30,8
43,31,8
43,32,8
43,33,8
43,34,8
43,35,8
43,36,8
43,37,8
43,38,8
44,26,8
44,27,8
44,28,8
44,29,8
44,30,8
44,31,8
44,32,8
44,33,8
44,34,8
44,35,8
44,36,8
44,37,8
45,28,8
45,29,8
45,30,8
45,31,8
45,32,8
45,33,8
45,34,8
45,35,8
