i,j,k
33,26,9
33,27,9
33,28,9
33,30,9
33,33,9
33,35,9
33,37,9
33,38,9
34,18,9
34,19,9
34,20,9
34,24,9
34,25,9
34,27,9
34,29,9
34,32,9
34,34,9
34,36,9
34,37,9
34,39,9
35,18,9
35,26,9
35,28,9
35,30,9
35,33,9
35,35,9
35,37,9
35,38,9
35,42,9
36,18,9
36,21,9
36,25,9
36,27,9
36,29,9
36,31,9
36,34,9
36,36,9
36,37,9
37,19,9
37,26,9
37,28,9
37,30,9
37,32,9
37,33,9
37,34,9
37,35,9
37,36,9
37,38,9
38,19,9
38,20,9
38,27,9
38,29,9
38,31,9
38,33,9
38,35,9
38,37,9
39,20,9
39,28,9
39,30,9
39,32,9
39,34,9
40,21,9
40,29,9
41,22,9
41,26,9
42,23,9
42,28,9
42,35,9
43,24,9
18,28,10
18,29,10
18,30,10
18,31,10
18,32,10
18,33,10
18,34,10
18,35,10
18,36,10
19,26,10
19,27,10
19,29,10
19,30,10
19,31,10
19,32,10
19,33,10
19,34,10
19,37,10
19,38,10
20,25,10
20,26,10
20,27,10
20,28,10
20,30,10
20,31,10
20,32,10
20,33,10
20,34,10
20,38,10
20,39,10
21,24,10
21,25,10
21,26,10
21,36,10
21,40,10
22,23,10
22,24,10
22,25,10
22,41,10
23,22,10
23,23,10
23,24,10
23,42,10
24,21,10
24,22,10
24,23,10
24,30,10
24,32,10
24,34,10
24,43,10
25,20,10
25,21,10
25,22,10
25,26,10
25,28,10
25,29,10
25,31,10
25,32,10
25,34,10
25,36,10
26,19,10
26,20,10
26,21,10
26,25,10
26,27,10
26,28,10
26,30,10
26,33,10
26,35,10
26,37,10
26,41,10
27,19,10
27,20,10
27,26,10
27,27,10
27,29,10
27,31,10
27,32,10
27,33,10
27,34,10
27,36,10
27,38,10
28,18,10
28,20,10
28,25,10
28,26,10
28,29,10
28,33,10
28,35,10
28,37,10
28,39,10
28,42,10
29,18,10
29,19,10
29,25,10
29,27,10
29,28,10
29,30,10
29,31,10
29,32,10
29,34,10
29,36,10
29,38,10
29,40,10
30,18,10
30,19,10
30,20,10
