i,j,k
40,24,2
40,25,2
40,38,2
40,39,2
41,25,2
41,26,2
41,27,2
41,36,2
41,37,2
41,38,2
42,26,2
42,27,2
42,28,2
42,29,2
42,30,2
42,31,2
42,32,2
42,33,2
42,34,2
42,35,2
42,36,2
42,37,2
43,28,2
43,29,2
43,30,2
43,31,2
43,32,2
43,33,2
43,34,2
43,35,2
20,28,3
20,29,3
20,30,3
20,31,3
20,32,3
20,33,3
20,34,3
20,35,3
21,26,3
21,27,3
21,28,3
21,29,3
21,30,3
21,31,3
21,32,3
21,33,3
21,34,3
21,35,3
21,36,3
21,37,3
22,25,3
22,26,3
22,27,3
22,36,3
22,37,3
22,38,3
23,24,3
23,25,3
23,38,3
23,39,3
24,23,3
24,24,3
24,39,3
24,40,3
25,22,3
25,23,3
25,40,3
25,41,3
26,21,3
26,22,3
26,41,3
26,42,3
27,21,3
27,22,3
27,41,3
27,42,3
28,20,3
28,21,3
28,42,3
28,43,3
29,20,3
29,21,3
29,42,3
29,43,3
30,20,3
30,21,3
30,42,3
30,43,3
31,20,3
31,21,3
31,42,3
31,43,3
32,20,3
32,21,3
32,42,3
32,43,3
33,20,3
33,21,3
33,42,3
33,43,3
34,20,3
34,21,3
34,42,3
34,43,3
35,20,3
35,21,3
35,42,3
35,43,3
36,21,3
36,22,3
36,41,3
36,42,3
37,21,3
37,22,3
37,41,3
37,42,3
38,22,3
38,23,3
38,40,3
38,41,3
39,23,3
39,24,3
39,39,3
39,40,3
40,24,3
40,25,3
40,38,3
40,39,3
41,25,3
41,26,3
41,27,3
41,36,3
41,37,3
41,38,3
42,26,3
42,27,3
42,28,3
42,29,3
42,30,3
42,31,3
42,32,3
42,33,3
42,34,3
42,35,3
42,36,3
42,37,3
43,28,3
43,29,3
43,30,3
43,31,3
43,32,3
43,33,3
43,34,3
43,35,3
20,28,4
20,29,4
20,30,4
20,31,4
20,32,4
20,33,4
20,34,4
20,35,4
21,26,4
21,27,4
21,28,4
21,29,4
21,30,4
21,31,4
21,32,4
21,33,4
21,34,4
21,35,4
21,36,4
21,37,4
22,25,4
22,26,4
22,27,4
22,36,4
22,37,4
22,38,4
23,24,4
23,25,4
23,38,4
23,39,4
24,23,4
24,24,4
24,39,4
24,40,4
25,22,4
25,23,4
25,40,4
25,41,4
26,21,4
26,22,4
26,41,4
26,42,4
27,21,4
27,22,4
27,41,4
27,42,4
28,20,4
28,21,4
28,42,4
28,43,4
29,20,4
29,21,4
29,42,4
29,43,4
30,20,4
30,21,4
30,42,4
30,43,4
31,20,4
31,21,4
31,42,4
31,43,4
32,20,4
32,21,4
32,42,4
32,43,4
33,20,4
33,21,4
33,42,4
33,43,4
34,20,4
34,21,4
34,42,4
34,43,4
35,20,4
35,21,4
35,42,4
35,43,4
36,21,4
36,22,4
36,41,4
36,42,4
37,21,4
37,22,4
37,41,4
37,42,4
38,22,4
38,23,4
38,40,4
38,41,4
39,23,4
39,24,4
39,39,4
39,40,4
40,24,4
40,25,4
40,38,4
40,39,4
41,25,4
41,26,4
41,27,4
41,36,4
41,37,4
41,38,4
42,26,4
42,27,4
42,28,4
42,29,4
42,30,4
42,31,4
42,32,4
42,33,4
42,34,4
42,35,4
42,36,4
42,37,4
43,28,4
43,29,4
43,30,4
43,31,4
43,32,4
43,33,4
43,34,4
43,35,4
20,28,5
20,29,5
20,30,5
20,31,5
20,32,5
20,33,5
20,34,5
20,35,5
21,26,5
21,27,5
21,28,5
21,29,5
21,30,5
21,31,5
21,32,5
21,33,5
21,34,5
21,35,5
21,36,5
21,37,5
22,25,5
22,26,5
22,27,5
22,36,5
22,37,5
22,38,5
23,24,5
23,25,5
23,38,5
23,39,5
24,23,5
24,24,5
24,39,5
24,40,5
25,22,5
25,23,5
25,40,5
25,41,5
26,21,5
26,22,5
26,41,5
26,42,5
27,21,5
27,22,5
27,41,5
27,42,5
28,20,5
28,21,5
28,42,5
28,43,5
29,20,5
29,21,5
29,42,5
29,43,5
30,20,5
30,21,5
30,42,5
30,43,5
31,20,5
31,21,5
31,42,5
31,43,5
32,20,5
32,21,5
32,42,5
32,43,5
33,20,5
33,21,5
33,42,5
33,43,5
34,20,5
34,21,5
34,42,5
34,43,5
35,20,5
35,21,5
35,42,5
35,43,5
36,21,5
36,22,5
36,41,5
36,42,5
37,21,5
37,22,5
37,41,5
37,42,5
38,22,5
38,23,5
38,40,5
38,41,5
39,23,5
39,24,5
39,39,5
39,40,5
40,24,5
40,25,5
40,38,5
40,39,5
41,25,5
41,26,5
41,27,5
41,36,5
41,37,5
41,38,5
42,26,5
42,27,5
42,28,5
42,29,5
42,30,5
42,31,5
42,32,5
42,33,5
42,34,5
42,35,5
42,36,5
42,37,5
43,28,5
43,29,5
43,30,5
43,31,5
43,32,5
43,33,5
43,34,5
43,35,5
20,28,6
20,29,6
20,30,6
20,31,6
20,32,6
20,33,6
20,34,6
20,35,6
21,26,6
21,27,6
21,28,6
21,29,6
21,30,6
21,31,6
21,32,6
21,33,6
21,34,6
21,35,6
21,36,6
21,37,6
22,25,6
22,26,6
22,27,6
22,36,6
22,37,6
22,38,6
23,24,6
23,25,6
23,38,6
23,39,6
24,23,6
24,24,6
24,39,6
24,40,6
25,22,6
25,23,6
25,40,6
25,41,6
26,21,6
26,22,6
26,41,6
26,42,6
27,21,6
27,22,6
27,41,6
27,42,6
28,20,6
28,21,6
28,42,6
28,43,6
29,20,6
29,21,6
29,42,6
29,43,6
30,20,6
30,21,6
30,42,6
30,43,6
31,20,6
31,21,6
31,42,6
31,43,6
32,20,6
32,21,6
32,42,6
32,43,6
33,20,6
33,21,6
33,42,6
33,43,6
34,20,6
34,21,6
34,42,6
34,43,6
35,20,6
35,21,6
35,42,6
35,43,6
36,21,6
36,22,6
36,41,6
36,42,6
37,21,6
37,22,6
37,41,6
37,42,6
38,22,6
38,23,6
38,40,6
38,41,6
39,23,6
39,24,6
39,39,6
39,40,6
40,24,6
40,25,6
40,38,6
40,39,6
41,25,6
41,26,6
41,27,6
41,36,6
41,37,6
41,38,6
42,26,6
42,27,6
42,28,6
42,29,6
42,30,6
42,31,6
42,32,6
42,33,6
42,34,6
42,35,6
42,36,6
42,37,6
43,28,6
43,29,6
43,30,6
43,31,6
43,32,6
43,33,6
43,34,6
43,35,6
20,28,7
20,29,7
20,30,7
20,31,7
20,32,7
20,33,7
20,34,7
20,35,7
21,26,7
21,27,7
21,28,7
21,29,7
21,30,7
21,31,7
21,32,7
21,33,7
21,34,7
21,35,7
21,36,7
21,37,7
22,25,7
22,26,7
22,27,7
22,36,7
22,37,7
22,38,7
23,24,7
23,25,7
23,38,7
23,39,7
24,23,7
24,24,7
24,39,7
24,40,7
25,22,7
25,23,7
25,40,7
25,41,7
26,21,7
26,22,7
26,41,7
26,42,7
27,21,7
27,22,7
27,41,7
27,42,7
28,20,7
28,21,7
28,42,7
28,43,7
29,20,7
29,21,7
29,42,7
29,43,7
30,20,7
30,21,7
30,42,7
30,43,7
31,20,7
31,21,7
31,42,7
31,43,7
32,20,7
32,21,7
32,42,7
32,43,7
33,20,7
33,21,7
33,42,7
33,43,7
34,20,7
34,21,7
34,42,7
34,43,7
35,20,7
35,21,7
35,42,7
35,43,7
36,21,7
36,22,7
36,41,7
36,42,7
37,21,7
37,22,7
37,41,7
37,42,7
38,22,7
38,23,7
38,40,7
38,41,7
39,23,7
39,24,7
39,39,7
39,40,7
40,24,7
40,25,7
40,38,7
40,39,7
41,25,7
41,26,7
41,27,7
41,36,7
41,37,7
41,38,7
42,26,7
42,27,7
42,28,7
42,29,7
42,30,7
42,31,7
42,32,7
42,33,7
42,34,7
42,35,7
42,36,7
42,37,7
43,28,7
43,29,7
43,30,7
43,31,7
43,32,7
43,33,7
43,34,7
43,35,7
20,28,8
20,29,8
20,30,8
20,31,8
20,32,8
20,33,8
20,34,8
20,35,8
21,26,8
21,27,8
21,28,8
21,29,8
21,30,8
21,31,8
21,32,8
21,33,8
21,34,8
21,35,8
21,36,8
21,37,8
22,25,8
22,26,8
22,27,8
22,36,8
22,37,8
22,38,8
23,24,8
23,25,8
23,38,8
23,39,8
24,23,8
24,24,8
24,39,8
24,40,8
25,22,8
25,23,8
25,40,8
25,41,8
26,21,8
26,22,8
26,41,8
26,42,8
27,21,8
27,22,8
27,41,8
27,42,8
28,20,8
28,21,8
28,42,8
28,43,8
29,20,8
29,21,8
29,42,8
29,43,8
30,20,8
30,21,8
30,42,8
30,43,8
31,20,8
31,21,8
31,42,8
31,43,8
32,20,8
32,21,8
32,42,8
32,43,8
33,20,8
33,21,8
33,42,8
33,43,8
34,20,8
34,21,8
34,42,8
34,43,8
35,20,8
35,21,8
35,42,8
35,43,8
36,21,8
36,22,8
36,41,8
36,42,8
37,21,8
37,22,8
37,41,8
37,42,8
38,22,8
38,23,8
38,40,8
38,41,8
39,23,8
39,24,8
39,39,8
39,40,8
40,24,8
40,25,8
40,38,8
40,39,8
41,25,8
41,26,8
41,27,8
41,36,8
41,37,8
41,38,8
42,26,8
42,27,8
42,28,8
42,29,8
42,30,8
42,31,8
42,32,8
42,33,8
42,34,8
42,35,8
42,36,8
42,37,8
43,28,8
43,29,8
43,30,8
43,31,8
43,32,8
43,33,8
43,34,8
43,35,8
20,28,9
20,29,9
20,30,9
20,31,9
20,32,9
20,33,9
20,34,9
20,35,9
21,26,9
21,27,9
21,28,9
21,29,9
21,30,9
21,31,9
21,32,9
21,33,9
21,34,9
21,35,9
21,36,9
21,37,9
22,25,9
22,26,9
22,27,9
22,36,9
22,37,9
22,38,9
23,24,9
23,25,9
23,38,9
23,39,9
24,23,9
24,24,9
24,39,9
24,40,9
25,22,9
25,23,9
25,40,9
25,41,9
26,21,9
26,22,9
26,41,9
26,42,9
27,21,9
27,22,9
27,41,9
27,42,9
28,20,9
28,21,9
28,42,9
28,43,9
29,20,9
29,21,9
29,42,9
29,43,9
30,20,9
30,21,9
30,42,9
30,43,9
31,20,9
31,21,9
31,42,9
31,43,9
32,20,9
32,21,9
32,42,9
32,43,9
33,20,9
33,21,9
33,42,9
33,43,9
34,20,9
34,21,9
34,42,9
34,43,9
35,20,9
35,21,9
35,42,9
35,43,9
36,21,9
36,22,9
36,41,9
36,42,9
37,21,9
37,22,9
37,41,9
37,42,9
38,22,9
38,23,9
38,40,9
38,41,9
39,23,9
39,24,9
39,39,9
39,40,9
40,24,9
40,25,9
40,38,9
40,39,9
41,25,9
41,26,9
41,27,9
41,36,9
41,37,9
41,38,9
42,26,9
42,27,9
42,28,9
42,29,9
42,30,9
42,31,9
42,32,9
42,33,9
42,34,9
42,35,9
42,36,9
42,37,9
43,28,9
43,29,9
43,30,9
43,31,9
43,32,9
43,33,9
43,34,9
43,35,9
20,28,10
20,29,10
20,30,10
20,31,10
20,32,10
20,33,10
20,34,10
20,35,10
21,26,10
21,27,10
21,28,10
21,29,10
21,30,10
21,31,10
21,32,10
21,33,10
21,34,10
21,35,10
21,36,10
21,37,10
22,25,10
22,26,10
22,27,10
22,36,10
22,37,10
22,38,10
23,24,10
23,25,10
23,38,10
23,39,10
24,23,10
24,24,10
24,39,10
24,40,10
25,22,10
25,23,10
25,40,10
25,41,10
26,21,10
26,22,10
26,41,10
26,42,10
27,21,10
27,22,10
27,41,10
27,42,10
28,20,10
28,21,10
28,42,10
28,43,10
29,20,10
29,21,10
29,42,10
29,43,10
30,20,10
30,21,10
30,42,10
30,43,10
31,20,10
31,21,10
31,42,10
31,43,10
32,20,10
32,21,10
32,42,10
32,43,10
33,20,10
33,21,10
33,42,10
33,43,10
34,20,10
34,21,10
34,42,10
34,43,10
35,20,10
35,21,10
35,42,10
35,43,10
36,21,10
36,22,10
36,41,10
36,42,10
37,21,10
37,22,10
37,41,10
37,42,10
38,22,10
38,23,10
38,40,10
38,41,10
39,23,10
39,24,10
39,39,10
39,40,10
40,24,10
40,25,10
40,38,10
40,39,10
41,25,10
41,26,10
41,27,10
41,36,10
41,37,10
41,38,10
42,26,10
42,27,10
42,28,10
42,29,10
42,30,10
42,31,10
42,32,10
42,33,10
42,34,10
42,35,10
42,36,10
42,37,10
43,28,10
43,29,10
43,30,10
43,31,10
43,32,10
43,33,10
43,34,10
43,35,10
20,28,11
20,29,11
20,30,11
20,31,11
20,32,11
20,33,11
20,34,11
20,35,11
21,26,11
21,27,11
21,28,11
21,29,11
21,30,11
21,31,11
21,32,11
21,33,11
21,34,11
21,35,11
21,36,11
21,37,11
22,25,11
22,26,11
22,27,11
22,36,11
22,37,11
22,38,11
23,24,11
23,25,11
23,38,11
23,39,11
24,23,11
24,24,11
24,39,11
24,40,11
25,22,11
25,23,11
25,40,11
25,41,11
26,21,11
26,22,11
26,41,11
26,42,11
27,21,11
27,22,11
27,41,11
27,42,11
28,20,11
28,21,11
28,42,11
28,43,11
29,20,11
29,21,11
29,42,11
29,43,11
30,20,11
30,21,11
30,42,11
30,43,11
31,20,11
31,21,11
31,42,11
31,43,11
32,20,11
32,21,11
32,42,11
32,43,11
33,20,11
33,21,11
33,42,11
33,43,11
34,20,11
34,21,11
34,42,11
34,43,11
35,20,11
35,21,11
35,42,11
35,43,11
36,21,11
36,22,11
36,41,11
36,42,11
37,21,11
37,22,11
37,41,11
37,42,11
38,22,11
38,23,11
38,40,11
38,41,11
39,23,11
39,24,11
39,39,11
39,40,11
40,24,11
40,25,11
40,38,11
40,39,11
41,25,11
41,26,11
41,27,11
41,36,11
41,37,11
41,38,11
42,26,11
42,27,11
42,28,11
42,29,11
42,30,11
42,31,11
42,32,11
42,33,11
42,34,11
42,35,11
42,36,11
42,37,11
43,28,11
43,29,11
43,30,11
43,31,11
43,32,11
43,33,11
43,34,11
43,35,11
20,28,12
20,29,12
20,30,12
20,31,12
20,32,12
20,33,12
20,34,12
20,35,12
21,26,12
21,27,12
21,28,12
21,29,12
21,30,12
21,31,12
21,32,12
21,33,12
21,34,12
21,35,12
21,36,12
21,37,12
22,25,12
22,26,12
22,27,12
22,36,12
22,37,12
22,38,12
23,24,12
23,25,12
23,38,12
23,39,12
24,23,12
24,24,12
24,39,12
24,40,12
25,22,12
25,23,12
25,40,12
25,41,12
26,21,12
26,22,12
26,41,12
26,42,12
27,21,12
27,22,12
27,41,12
27,42,12
28,20,12
28,21,12
28,42,12
28,43,12
29,20,12
29,21,12
29,42,12
29,43,12
30,20,12
30,21,12
30,42,12
30,43,12
31,20,12
31,21,12
31,42,12
31,43,12
32,20,12
32,21,12
32,42,12
32,43,12
33,20,12
33,21,12
33,42,12
33,43,12
34,20,12
34,21,12
34,42,12
34,43,12
35,20,12
35,21,12
35,42,12
35,43,12
36,21,12
36,22,12
36,41,12
36,42,12
37,21,12
37,22,12
37,41,12
37,42,12
38,22,12
38,23,12
38,40,12
38,41,12
39,23,12
39,24,12
39,39,12
39,40,12
40,24,12
40,25,12
40,38,12
40,39,12
41,25,12
41,26,12
41,27,12
41,36,12
41,37,12
41,38,12
42,26,12
42,27,12
42,28,12
42,29,12
42,30,12
42,31,12
42,32,12
42,33,12
42,34,12
42,35,12
42,36,12
42,37,12
43,28,12
43,29,12
43,30,12
43,31,12
43,32,12
43,33,12
43,34,12
43,35,12
20,28,13
20,29,13
20,30,13
20,31,13
20,32,13
20,33,13
20,34,13
20,35,13
21,26,13
21,27,13
21,28,13
21,29,13
21,30,13
21,31,13
21,32,13
21,33,13
21,34,13
21,35,13
21,36,13
21,37,13
22,25,13
22,26,13
22,27,13
22,36,13
22,37,13
22,38,13
23,24,13
23,25,13
23,38,13
23,39,13
24,23,13
24,24,13
24,39,13
24,40,13
25,22,13
25,23,13
25,40,13
25,41,13
26,21,13
26,22,13
26,41,13
26,42,13
27,21,13
27,22,13
27,41,13
27,42,13
28,20,13
28,21,13
28,42,13
28,43,13
29,20,13
29,21,13
29,42,13
29,43,13
30,20,13
30,21,13
30,42,13
30,43,13
31,20,13
31,21,13
31,42,13
31,43,13
32,20,13
32,21,13
32,42,13
32,43,13
33,20,13
33,21,13
33,42,13
33,43,13
34,20,13
34,21,13
34,42,13
34,43,13
35,20,13
35,21,13
35,42,13
35,43,13
36,21,13
36,22,13
36,41,13
36,42,13
37,21,13
37,22,13
37,41,13
37,42,13
38,22,13
38,23,13
38,40,13
38,41,13
39,23,13
39,24,13
39,39,13
39,40,13
40,24,13
40,25,13
40,38,13
40,39,13
41,25,13
41,26,13
41,27,13
41,36,13
41,37,13
41,38,13
42,26,13
42,27,13
42,28,13
42,29,13
42,30,13
42,31,13
42,32,13
42,33,13
42,34,13
42,35,13
42,36,13
42,37,13
43,28,13
43,29,13
43,30,13
43,31,13
43,32,13
43,33,13
43,34,13
43,35,13
20,28,14
20,29,14
20,30,14
20,31,14
20,32,14
20,33,14
20,34,14
20,35,14
21,26,14
21,27,14
21,28,14
21,29,14
21,30,14
21,31,14
21,32,14
21,33,14
21,34,14
21,35,14
21,36,14
21,37,14
22,25,14
22,26,14
22,27,14
22,36,14
22,37,14
22,38,14
23,24,14
23,25,14
23,38,14
23,39,14
24,23,14
24,24,14
24,39,14
24,40,14
25,22,14
25,23,14
25,40,14
25,41,14
26,21,14
26,22,14
26,41,14
26,42,14
27,21,14
27,22,14
27,41,14
27,42,14
28,20,14
28,21,14
28,42,14
28,43,14
29,20,14
29,21,14
29,42,14
29,43,14
30,20,14
30,21,14
30,42,14
30,43,14
31,20,14
31,21,14
31,42,14
31,43,14
32,20,14
32,21,14
32,42,14
32,43,14
33,20,14
33,21,14
33,42,14
33,43,14
34,20,14
34,21,14
34,42,14
34,43,14
35,20,14
35,21,14
35,42,14
35,43,14
36,21,14
36,22,14
36,41,14
36,42,14
37,21,14
37,22,14
37,41,14
37,42,14
38,22,14
38,23,14
38,40,14
38,41,14
39,23,14
39,24,14
39,39,14
39,40,14
40,24,14
40,25,14
40,38,14
40,39,14
41,25,14
41,26,14
41,27,14
41,36,14
41,37,14
41,38,14
42,26,14
42,27,14
42,28,14
42,29,14
42,30,14
42,31,14
42,32,14
42,33,14
42,34,14
42,35,14
42,36,14
42,37,14
43,28,14
43,29,14
43,30,14
43,31,14
43,32,14
43,33,14
43,34,14
43,35,14
20,28,15
20,29,15
20,30,15
20,31,15
20,32,15
20,33,15
20,34,15
20,35,15
21,26,15
21,27,15
21,28,15
21,29,15
21,30,15
21,31,15
21,32,15
21,33,15
21,34,15
21,35,15
21,36,15
21,37,15
22,25,15
22,26,15
22,27,15
22,36,15
22,37,15
22,38,15
23,24,15
23,25,15
23,38,15
23,39,15
24,23,15
24,24,15
24,39,15
24,40,15
25,22,15
25,23,15
25,40,15
25,41,15
26,21,15
26,22,15
26,41,15
26,42,15
27,21,15
27,22,15
27,41,15
27,42,15
28,20,15
28,21,15
28,42,15
28,43,15
29,20,15
29,21,15
29,42,15
29,43,15
30,20,15
30,21,15
30,42,15
30,43,15
31,20,15
31,21,15
31,42,15
31,43,15
32,20,15
32,21,15
32,42,15
32,43,15
33,20,15
33,21,15
33,42,15
33,43,15
34,20,15
34,21,15
34,42,15
34,43,15
35,20,15
35,21,15
35,42,15
35,43,15
36,21,15
36,22,15
36,41,15
36,42,15
37,21,15
37,22,15
37,41,15
37,42,15
38,22,15
38,23,15
38,40,15
38,41,15
39,23,15
39,24,15
39,39,15
39,40,15
40,24,15
40,25,15
40,38,15
40,39,15
41,25,15
41,26,15
41,27,15
41,36,15
41,37,15
41,38,15
42,26,15
42,27,15
42,28,15
42,29,15
42,30,15
42,31,15
42,32,15
42,33,15
42,34,15
42,35,15
42,36,15
42,37,15
43,28,15
43,29,15
43,30,15
43,31,15
43,32,15
43,33,15
43,34,15
43,35,15
20,28,16
20,29,16
20,30,16
20,31,16
20,32,16
20,33,16
20,34,16
20,35,16
21,26,16
21,27,16
21,28,16
21,29,16
21,30,16
21,31,16
21,32,16
21,33,16
21,34,16
21,35,16
21,36,16
21,37,16
22,25,16
22,26,16
22,27,16
22,36,16
22,37,16
22,38,16
23,24,16
23,25,16
23,38,16
23,39,16
24,23,16
24,24,16
24,39,16
24,40,16
25,22,16
25,23,16
25,40,16
25,41,16
26,21,16
26,22,16
26,41,16
26,42,16
27,21,16
27,22,16
27,41,16
27,42,16
28,20,16
28,21,16
28,42,16
28,43,16
29,20,16
29,21,16
29,42,16
29,43,16
30,20,16
30,21,16
30,42,16
30,43,16
31,20,16
31,21,16
31,42,16
31,43,16
32,20,16
32,21,16
32,42,16
32,43,16
33,20,16
33,21,16
33,42,16
33,43,16
34,20,16
34,21,16
34,42,16
34,43,16
35,20,16
35,21,16
35,42,16
35,43,16
36,21,16
36,22,16
36,41,16
36,42,16
37,21,16
37,22,16
37,41,16
37,42,16
38,22,16
38,23,16
38,40,16
38,41,16
39,23,16
39,24,16
39,39,16
39,40,16
40,24,16
40,25,16
40,38,16
40,39,16
41,25,16
41,26,16
41,27,16
41,36,16
41,37,16
41,38,16
42,26,16
42,27,16
42,28,16
42,29,16
42,30,16
42,31,16
42,32,16
42,33,16
42,34,16
42,35,16
42,36,16
42,37,16
43,28,16
43,29,16
43,30,16
43,31,16
43,32,16
43,33,16
43,34,16
43,35,16
20,28,17
20,29,17
20,30,17
20,31,17
20,32,17
20,33,17
20,34,17
20,35,17
21,26,17
21,27,17
21,28,17
21,29,17
21,30,17
21,31,17
21,32,17
21,33,17
21,34,17
21,35,17
21,36,17
21,37,17
22,25,17
22,26,17
22,27,17
22,36,17
22,37,17
22,38,17
23,24,17
23,25,17
23,38,17
23,39,17
24,23,17
24,24,17
24,39,17
24,40,17
25,22,17
25,23,17
25,40,17
25,41,17
26,21,17
26,22,17
26,41,17
26,42,17
27,21,17
27,22,17
27,41,17
27,42,17
28,20,17
28,21,17
28,42,17
28,43,17
29,20,17
29,21,17
29,42,17
29,43,17
30,20,17
30,21,17
30,42,17
30,43,17
31,20,17
31,21,17
31,42,17
31,43,17
32,20,17
32,21,17
32,42,17
32,43,17
33,20,17
33,21,17
33,42,17
33,43,17
34,20,17
34,21,17
34,42,17
34,43,17
35,20,17
35,21,17
35,42,17
35,43,17
36,21,17
36,22,17
36,41,17
36,42,17
37,21,17
37,22,17
37,41,17
37,42,17
38,22,17
38,23,17
38,40,17
38,41,17
39,23,17
39,24,17
39,39,17
39,40,17
40,24,17
40,25,17
40,38,17
40,39,17
41,25,17
41,26,17
41,27,17
41,36,17
41,37,17
41,38,17
42,26,17
42,27,17
42,28,17
42,29,17
42,30,17
42,31,17
42,32,17
42,33,17
42,34,17
42,35,17
42,36,17
42,37,17
43,28,17
43,29,17
43,30,17
43,31,17
43,32,17
43,33,17
43,34,17
43,35,17
20,28,18
20,29,18
20,30,18
20,31,18
20,32,18
20,33,18
20,34,18
20,35,18
21,26,18
21,27,18
21,28,18
21,29,18
21,30,18
21,31,18
21,32,18
21,33,18
21,34,18
21,35,18
21,36,18
21,37,18
22,25,18
22,26,18
22,27,18
22,36,18
22,37,18
22,38,18
23,24,18
23,25,18
23,38,18
23,39,18
24,23,18
24,24,18
24,39,18
24,40,18
25,22,18
25,23,18
25,40,18
25,41,18
26,21,18
26,22,18
26,41,18
26,42,18
27,21,18
27,22,18
27,41,18
27,42,18
28,20,18
28,21,18
28,42,18
28,43,18
29,20,18
29,21,18
29,42,18
29,43,18
30,20,18
30,21,18
30,42,18
30,43,18
31,20,18
31,21,18
31,42,18
31,43,18
32,20,18
32,21,18
32,42,18
32,43,18
33,20,18
33,21,18
33,42,18
33,43,18
34,20,18
34,21,18
34,42,18
34,43,18
35,20,18
35,21,18
35,42,18
35,43,18
36,21,18
36,22,18
36,41,18
36,42,18
37,21,18
37,22,18
37,41,18
37,42,18
38,22,18
38,23,18
38,40,18
38,41,18
39,23,18
39,24,18
39,39,18
39,40,18
40,24,18
40,25,18
40,38,18
40,39,18
41,25,18
41,26,18
41,27,18
41,36,18
41,37,18
41,38,18
42,26,18
42,27,18
42,28,18
42,29,18
42,30,18
42,31,18
42,32,18
42,33,18
42,34,18
42,35,18
42,36,18
42,37,18
43,28,18
43,29,18
43,30,18
43,31,18
43,32,18
43,33,18
43,34,18
43,35,18
20,28,19
20,29,19
20,30,19
20,31,19
20,32,19
20,33,19
20,34,19
20,35,19
21,26,19
21,27,19
21,28,19
21,29,19
21,30,19
21,31,19
21,32,19
21,33,19
21,34,19
21,35,19
21,36,19
21,37,19
22,25,19
22,26,19
22,27,19
22,36,19
22,37,19
22,38,19
23,24,19
23,25,19
23,38,19
23,39,19
24,23,19
24,24,19
24,39,19
24,40,19
25,22,19
25,23,19
25,40,19
25,41,19
26,21,19
26,22,19
26,41,19
26,42,19
27,21,19
27,22,19
27,41,19
27,42,19
28,20,19
28,21,19
28,42,19
28,43,19
29,20,19
29,21,19
29,42,19
29,43,19
30,20,19
30,21,19
30,42,19
30,43,19
31,20,19
31,21,19
31,42,19
31,43,19
32,20,19
32,21,19
32,42,19
32,43,19
33,20,19
33,21,19
33,42,19
33,43,19
34,20,19
34,21,19
34,42,19
34,43,19
35,20,19
35,21,19
35,42,19
35,43,19
36,21,19
36,22,19
36,41,19
36,42,19
37,21,19
37,22,19
37,41,19
37,42,19
38,22,19
38,23,19
38,40,19
38,41,19
39,23,19
39,24,19
39,39,19
39,40,19
40,24,19
40,25,19
40,38,19
40,39,19
41,25,19
