i,j,k
41,26,19
41,27,19
41,36,19
41,37,19
41,38,19
42,26,19
42,27,19
42,28,19
42,29,19
42,30,19
42,31,19
42,32,19
42,33,19
42,34,19
42,35,19
42,36,19
42,37,19
43,28,19
43,29,19
43,30,19
43,31,19
43,32,19
43,33,19
43,34,19
43,35,19
20,28,20
20,29,20
20,30,20
20,31,20
20,32,20
20,33,20
20,34,20
20,35,20
21,26,20
21,27,20
21,28,20
21,29,20
21,30,20
21,31,20
21,32,20
21,33,20
21,34,20
21,35,20
21,36,20
21,37,20
22,25,20
22,26,20
22,27,20
22,36,20
22,37,20
22,38,20
23,24,20
23,25,20
23,38,20
23,39,20
24,23,20
24,24,20
24,39,20
24,40,20
25,22,20
25,23,20
25,40,20
25,41,20
26,21,20
26,22,20
26,41,20
26,42,20
27,21,20
27,22,20
27,41,20
27,42,20
28,20,20
28,21,20
28,42,20
28,43,20
29,20,20
29,21,20
29,42,20
29,43,20
30,20,20
30,21,20
30,42,20
30,43,20
31,20,20
31,21,20
31,42,20
31,43,20
32,20,20
32,21,20
32,42,20
32,43,20
33,20,20
33,21,20
33,42,20
33,43,20
34,20,20
34,21,20
34,42,20
34,43,20
35,20,20
35,21,20
35,42,20
35,43,20
36,21,20
36,22,20
36,41,20
36,42,20
37,21,20
37,22,20
37,41,20
37,42,20
38,22,20
38,23,20
38,40,20
38,41,20
39,23,20
39,24,20
39,39,20
39,40,20
40,24,20
40,25,20
40,38,20
40,39,20
41,25,20
41,26,20
41,27,20
41,36,20
41,37,20
41,38,20
42,26,20
42,27,20
42,28,20
42,29,20
42,30,20
42,31,20
42,32,20
42,33,20
42,34,20
42,35,20
42,36,20
42,37,20
43,28,20
43,29,20
43,30,20
43,31,20
43,32,20
43,33,20
43,34,20
43,35,20
20,28,21
20,29,21
20,30,21
20,31,21
20,32,21
20,33,21
20,34,21
20,35,21
21,26,21
21,27,21
21,28,21
21,29,21
21,30,21
21,31,21
21,32,21
21,33,21
21,34,21
21,35,21
21,36,21
21,37,21
22,25,21
22,26,21
22,27,21
22,36,21
22,37,21
22,38,21
23,24,21
23,25,21
23,38,21
23,39,21
24,23,21
24,24,21
24,39,21
24,40,21
25,22,21
25,23,21
25,40,21
25,41,21
26,21,21
26,22,21
26,41,21
26,42,21
27,21,21
27,22,21
27,41,21
27,42,21
28,20,21
28,21,21
28,42,21
28,43,21
29,20,21
29,21,21
29,42,21
29,43,21
30,20,21
30,21,21
30,42,21
30,43,21
31,20,21
31,21,21
31,42,21
31,43,21
32,20,21
32,21,21
32,42,21
32,43,21
33,20,21
33,21,21
33,42,21
33,43,21
34,20,21
34,21,21
34,42,21
34,43,21
35,20,21
35,21,21
35,42,21
35,43,21
36,21,21
36,22,21
36,41,21
36,42,21
37,21,21
37,22,21
37,41,21
37,42,21
38,22,21
38,23,21
38,40,21
38,41,21
39,23,21
39,24,21
39,39,21
39,40,21
40,24,21
40,25,21
40,38,21
40,39,21
41,25,21
41,26,21
41,27,21
41,36,21
41,37,21
41,38,21
42,26,21
42,27,21
42,28,21
42,29,21
42,30,21
42,31,21
42,32,21
42,33,21
42,34,21
42,35,21
42,36,21
42,37,21
43,28,21
43,29,21
43,30,21
43,31,21
43,32,21
43,33,21
43,34,21
43,35,21
20,28,22
20,29,22
20,30,22
20,31,22
20,32,22
20,33,22
20,34,22
20,35,22
21,26,22
21,27,22
21,28,22
21,29,22
21,30,22
21,31,22
21,32,22
21,33,22
21,34,22
21,35,22
21,36,22
21,37,22
22,25,22
22,26,22
22,27,22
22,36,22
22,37,22
22,38,22
23,24,22
23,25,22
23,38,22
23,39,22
24,23,22
24,24,22
24,39,22
24,40,22
25,22,22
25,23,22
25,40,22
25,41,22
26,21,22
26,22,22
26,41,22
26,42,22
27,21,22
27,22,22
27,41,22
27,42,22
28,20,22
28,21,22
28,42,22
28,43,22
29,20,22
29,21,22
29,42,22
29,43,22
30,20,22
30,21,22
30,42,22
30,43,22
31,20,22
31,21,22
31,42,22
31,43,22
32,20,22
32,21,22
32,42,22
32,43,22
33,20,22
33,21,22
33,42,22
33,43,22
34,20,22
34,21,22
34,42,22
34,43,22
35,20,22
35,21,22
35,42,22
35,43,22
36,21,22
36,22,22
36,41,22
36,42,22
37,21,22
37,22,22
37,41,22
37,42,22
38,22,22
38,23,22
38,40,22
38,41,22
39,23,22
39,24,22
39,39,22
39,40,22
40,24,22
40,25,22
40,38,22
40,39,22
41,25,22
41,26,22
41,27,22
41,36,22
41,37,22
41,38,22
42,26,22
42,27,22
42,28,22
42,29,22
42,30,22
42,31,22
42,32,22
42,33,22
42,34,22
42,35,22
42,36,22
42,37,22
43,28,22
43,29,22
43,30,22
43,31,22
43,32,22
43,33,22
43,34,22
43,35,22
20,28,23
20,29,23
20,30,23
20,31,23
20,32,23
20,33,23
20,34,23
20,35,23
21,26,23
21,27,23
21,28,23
21,29,23
21,30,23
21,31,23
21,32,23
21,33,23
21,34,23
21,35,23
21,36,23
21,37,23
22,25,23
22,26,23
22,27,23
22,36,23
22,37,23
22,38,23
23,24,23
23,25,23
23,38,23
23,39,23
24,23,23
24,24,23
24,39,23
24,40,23
25,22,23
25,23,23
25,40,23
25,41,23
26,21,23
26,22,23
26,41,23
26,42,23
27,21,23
27,22,23
27,41,23
27,42,23
28,20,23
28,21,23
28,42,23
28,43,23
29,20,23
29,21,23
29,42,23
29,43,23
30,20,23
30,21,23
30,42,23
30,43,23
31,20,23
31,21,23
31,42,23
31,43,23
32,20,23
32,21,23
32,42,23
32,43,23
33,20,23
33,21,23
33,42,23
33,43,23
34,20,23
34,21,23
34,42,23
34,43,23
35,20,23
35,21,23
35,42,23
35,43,23
36,21,23
36,22,23
36,41,23
36,42,23
37,21,23
37,22,23
37,41,23
37,42,23
38,22,23
38,23,23
38,40,23
38,41,23
39,23,23
39,24,23
39,39,23
39,40,23
40,24,23
40,25,23
40,38,23
40,39,23
41,25,23
41,26,23
41,27,23
41,36,23
41,37,23
41,38,23
42,26,23
42,27,23
42,28,23
42,29,23
42,30,23
42,31,23
42,32,23
42,33,23
42,34,23
42,35,23
42,36,23
42,37,23
43,28,23
43,29,23
43,30,23
43,31,23
43,32,23
43,33,23
43,34,23
43,35,23
20,28,24
20,29,24
20,30,24
20,31,24
20,32,24
20,33,24
20,34,24
20,35,24
21,26,24
21,27,24
21,28,24
21,29,24
21,30,24
21,31,24
21,32,24
21,33,24
21,34,24
21,35,24
21,36,24
21,37,24
22,25,24
22,26,24
22,27,24
22,36,24
22,37,24
22,38,24
23,24,24
23,25,24
23,38,24
23,39,24
24,23,24
24,24,24
24,39,24
24,40,24
25,22,24
25,23,24
25,40,24
25,41,24
26,21,24
26,22,24
26,41,24
26,42,24
27,21,24
27,22,24
27,41,24
27,42,24
28,20,24
28,21,24
28,42,24
28,43,24
29,20,24
29,21,24
29,42,24
29,43,24
30,20,24
30,21,24
30,42,24
30,43,24
31,20,24
31,21,24
31,42,24
31,43,24
32,20,24
32,21,24
32,42,24
32,43,24
33,20,24
33,21,24
33,42,24
33,43,24
34,20,24
34,21,24
34,42,24
34,43,24
35,20,24
35,21,24
35,42,24
35,43,24
36,21,24
36,22,24
36,41,24
36,42,24
37,21,24
37,22,24
37,41,24
37,42,24
38,22,24
38,23,24
38,40,24
38,41,24
39,23,24
39,24,24
39,39,24
39,40,24
40,24,24
40,25,24
40,38,24
40,39,24
41,25,24
41,26,24
41,27,24
41,36,24
41,37,24
41,38,24
42,26,24
42,27,24
42,28,24
42,29,24
42,30,24
42,31,24
42,32,24
42,33,24
42,34,24
42,35,24
42,36,24
42,37,24
43,28,24
43,29,24
43,30,24
43,31,24
43,32,24
43,33,24
43,34,24
43,35,24
20,28,25
20,29,25
20,30,25
20,31,25
20,32,25
20,33,25
20,34,25
20,35,25
21,26,25
21,27,25
21,28,25
21,29,25
21,30,25
21,31,25
21,32,25
21,33,25
21,34,25
21,35,25
21,36,25
21,37,25
22,25,25
22,26,25
22,27,25
22,36,25
22,37,25
22,38,25
23,24,25
23,25,25
23,38,25
23,39,25
24,23,25
24,24,25
24,39,25
24,40,25
25,22,25
25,23,25
25,40,25
25,41,25
26,21,25
26,22,25
26,41,25
26,42,25
27,21,25
27,22,25
27,41,25
27,42,25
28,20,25
28,21,25
28,42,25
28,43,25
29,20,25
29,21,25
29,42,25
29,43,25
30,20,25
30,21,25
30,42,25
30,43,25
31,20,25
31,21,25
31,42,25
31,43,25
32,20,25
32,21,25
32,42,25
32,43,25
33,20,25
33,21,25
33,42,25
33,43,25
34,20,25
34,21,25
34,42,25
34,43,25
35,20,25
35,21,25
35,42,25
35,43,25
36,21,25
36,22,25
36,41,25
36,42,25
37,21,25
37,22,25
37,41,25
37,42,25
38,22,25
38,23,25
38,40,25
38,41,25
39,23,25
39,24,25
39,39,25
39,40,25
40,24,25
40,25,25
40,38,25
40,39,25
41,25,25
41,26,25
41,27,25
41,36,25
41,37,25
41,38,25
42,26,25
42,27,25
42,28,25
42,29,25
42,30,25
42,31,25
42,32,25
42,33,25
42,34,25
42,35,25
42,36,25
42,37,25
43,28,25
43,29,25
43,30,25
43,31,25
43,32,25
43,33,25
43,34,25
43,35,25
20,28,26
20,29,26
20,30,26
20,31,26
20,32,26
20,33,26
20,34,26
20,35,26
21,26,26
21,27,26
21,28,26
21,29,26
21,30,26
21,31,26
21,32,26
21,33,26
21,34,26
21,35,26
21,36,26
21,37,26
22,25,26
22,26,26
22,27,26
22,36,26
22,37,26
22,38,26
23,24,26
23,25,26
23,38,26
23,39,26
24,23,26
24,24,26
24,39,26
24,40,26
25,22,26
25,23,26
25,40,26
25,41,26
26,21,26
26,22,26
26,41,26
26,42,26
27,21,26
27,22,26
27,41,26
27,42,26
28,20,26
28,21,26
28,42,26
28,43,26
29,20,26
29,21,26
29,42,26
29,43,26
30,20,26
30,21,26
30,42,26
30,43,26
31,20,26
31,21,26
31,42,26
31,43,26
32,20,26
32,21,26
32,42,26
32,43,26
33,20,26
33,21,26
33,42,26
33,43,26
34,20,26
34,21,26
34,42,26
34,43,26
35,20,26
35,21,26
35,42,26
35,43,26
36,21,26
36,22,26
36,41,26
36,42,26
37,21,26
37,22,26
37,41,26
37,42,26
38,22,26
38,23,26
38,40,26
38,41,26
39,23,26
39,24,26
39,39,26
39,40,26
40,24,26
40,25,26
40,38,26
40,39,26
41,25,26
41,26,26
41,27,26
41,36,26
41,37,26
41,38,26
42,26,26
42,27,26
42,28,26
42,29,26
42,30,26
42,31,26
42,32,26
42,33,26
42,34,26
42,35,26
42,36,26
42,37,26
43,28,26
43,29,26
43,30,26
43,31,26
43,32,26
43,33,26
43,34,26
43,35,26
20,28,27
20,29,27
20,30,27
20,31,27
20,32,27
20,33,27
20,34,27
20,35,27
21,26,27
21,27,27
21,28,27
21,29,27
21,30,27
21,31,27
21,32,27
21,33,27
21,34,27
21,35,27
21,36,27
21,37,27
22,25,27
22,26,27
22,27,27
22,36,27
22,37,27
22,38,27
23,24,27
23,25,27
23,38,27
23,39,27
24,23,27
24,24,27
24,39,27
24,40,27
25,22,27
25,23,27
25,40,27
25,41,27
26,21,27
26,22,27
26,41,27
26,42,27
27,21,27
27,22,27
27,41,27
27,42,27
28,20,27
28,21,27
28,42,27
28,43,27
29,20,27
29,21,27
29,42,27
29,43,27
30,20,27
30,21,27
30,42,27
30,43,27
31,20,27
31,21,27
31,42,27
31,43,27
32,20,27
32,21,27
32,42,27
32,43,27
33,20,27
33,21,27
33,42,27
33,43,27
34,20,27
34,21,27
34,42,27
34,43,27
35,20,27
35,21,27
35,42,27
35,43,27
36,21,27
36,22,27
36,41,27
36,42,27
37,21,27
37,22,27
37,41,27
37,42,27
38,22,27
38,23,27
38,40,27
38,41,27
39,23,27
39,24,27
39,39,27
39,40,27
40,24,27
40,25,27
40,38,27
40,39,27
41,25,27
41,26,27
41,27,27
41,36,27
41,37,27
41,38,27
42,26,27
42,27,27
42,28,27
42,29,27
42,30,27
42,31,27
42,32,27
42,33,27
42,34,27
42,35,27
42,36,27
42,37,27
43,28,27
43,29,27
43,30,27
43,31,27
43,32,27
43,33,27
43,34,27
43,35,27
20,28,28
20,29,28
20,30,28
20,31,28
20,32,28
20,33,28
20,34,28
20,35,28
21,26,28
21,27,28
21,28,28
21,29,28
21,30,28
21,31,28
21,32,28
21,33,28
21,34,28
21,35,28
21,36,28
21,37,28
22,25,28
22,26,28
22,27,28
22,36,28
22,37,28
22,38,28
23,24,28
23,25,28
23,38,28
23,39,28
24,23,28
24,24,28
24,39,28
24,40,28
25,22,28
25,23,28
25,40,28
25,41,28
26,21,28
26,22,28
26,41,28
26,42,28
27,21,28
27,22,28
27,41,28
27,42,28
28,20,28
28,21,28
28,42,28
28,43,28
29,20,28
29,21,28
29,42,28
29,43,28
30,20,28
30,21,28
30,42,28
30,43,28
31,20,28
31,21,28
31,42,28
31,43,28
32,20,28
32,21,28
32,42,28
32,43,28
33,20,28
33,21,28
33,42,28
33,43,28
34,20,28
34,21,28
34,42,28
34,43,28
35,20,28
35,21,28
35,42,28
35,43,28
36,21,28
36,22,28
36,41,28
36,42,28
37,21,28
37,22,28
37,41,28
37,42,28
38,22,28
38,23,28
38,40,28
38,41,28
39,23,28
39,24,28
39,39,28
39,40,28
40,24,28
40,25,28
40,38,28
40,39,28
41,25,28
41,26,28
41,27,28
41,36,28
41,37,28
41,38,28
42,26,28
42,27,28
42,28,28
42,29,28
42,30,28
42,31,28
42,32,28
42,33,28
42,34,28
42,35,28
42,36,28
42,37,28
43,28,28
43,29,28
43,30,28
43,31,28
43,32,28
43,33,28
43,34,28
43,35,28
20,28,29
20,29,29
20,30,29
20,31,29
20,32,29
20,33,29
20,34,29
20,35,29
21,26,29
21,27,29
21,28,29
21,29,29
21,30,29
21,31,29
21,32,29
21,33,29
21,34,29
21,35,29
21,36,29
21,37,29
22,25,29
22,26,29
22,27,29
22,36,29
22,37,29
22,38,29
23,24,29
23,25,29
23,38,29
23,39,29
24,23,29
24,24,29
24,39,29
24,40,29
25,22,29
25,23,29
25,40,29
25,41,29
26,21,29
26,22,29
26,41,29
26,42,29
27,21,29
27,22,29
27,41,29
27,42,29
28,20,29
28,21,29
28,42,29
28,43,29
29,20,29
29,21,29
29,42,29
29,43,29
30,20,29
30,21,29
30,42,29
30,43,29
31,20,29
31,21,29
31,42,29
31,43,29
32,20,29
32,21,29
32,42,29
32,43,29
33,20,29
33,21,29
33,42,29
33,43,29
34,20,29
34,21,29
34,42,29
34,43,29
35,20,29
35,21,29
35,42,29
35,43,29
36,21,29
36,22,29
36,41,29
36,42,29
37,21,29
37,22,29
37,41,29
37,42,29
38,22,29
38,23,29
38,40,29
38,41,29
39,23,29
39,24,29
39,39,29
39,40,29
40,24,29
40,25,29
40,38,29
40,39,29
41,25,29
41,26,29
41,27,29
41,36,29
41,37,29
41,38,29
42,26,29
42,27,29
42,28,29
42,29,29
42,30,29
42,31,29
42,32,29
42,33,29
42,34,29
42,35,29
42,36,29
42,37,29
43,28,29
43,29,29
43,30,29
43,31,29
43,32,29
43,33,29
43,34,29
43,35,29
20,28,30
20,29,30
20,30,30
20,31,30
20,32,30
20,33,30
20,34,30
20,35,30
21,26,30
21,27,30
21,28,30
21,29,30
21,30,30
21,31,30
21,32,30
21,33,30
21,34,30
21,35,30
21,36,30
21,37,30
22,25,30
22,26,30
22,27,30
22,36,30
22,37,30
22,38,30
23,24,30
23,25,30
23,38,30
23,39,30
24,23,30
24,24,30
24,39,30
24,40,30
25,22,30
25,23,30
25,40,30
25,41,30
26,21,30
26,22,30
26,41,30
26,42,30
27,21,30
27,22,30
27,41,30
27,42,30
28,20,30
28,21,30
28,42,30
28,43,30
29,20,30
29,21,30
29,42,30
29,43,30
30,20,30
30,21,30
30,42,30
30,43,30
31,20,30
31,21,30
31,42,30
31,43,30
32,20,30
32,21,30
32,42,30
32,43,30
33,20,30
33,21,30
33,42,30
33,43,30
34,20,30
34,21,30
34,42,30
34,43,30
35,20,30
35,21,30
35,42,30
35,43,30
36,21,30
36,22,30
36,41,30
36,42,30
37,21,30
37,22,30
37,41,30
37,42,30
38,22,30
38,23,30
38,40,30
38,41,30
39,23,30
39,24,30
39,39,30
39,40,30
40,24,30
40,25,30
40,38,30
40,39,30
41,25,30
41,26,30
41,27,30
41,36,30
41,37,30
41,38,30
42,26,30
42,27,30
42,28,30
42,29,30
42,30,30
42,31,30
42,32,30
42,33,30
42,34,30
42,35,30
42,36,30
42,37,30
43,28,30
43,29,30
43,30,30
43,31,30
43,32,30
43,33,30
43,34,30
43,35,30
20,28,31
20,29,31
20,30,31
20,31,31
20,32,31
20,33,31
20,34,31
20,35,31
21,26,31
21,27,31
21,28,31
21,29,31
21,30,31
21,31,31
21,32,31
21,33,31
21,34,31
21,35,31
21,36,31
21,37,31
22,25,31
22,26,31
22,27,31
22,36,31
22,37,31
22,38,31
23,24,31
23,25,31
23,38,31
23,39,31
24,23,31
24,24,31
24,39,31
24,40,31
25,22,31
25,23,31
25,40,31
25,41,31
26,21,31
26,22,31
26,41,31
26,42,31
27,21,31
27,22,31
27,41,31
27,42,31
28,20,31
28,21,31
28,42,31
28,43,31
29,20,31
29,21,31
29,42,31
29,43,31
30,20,31
30,21,31
30,42,31
30,43,31
31,20,31
31,21,31
31,42,31
31,43,31
32,20,31
32,21,31
32,42,31
32,43,31
33,20,31
33,21,31
33,42,31
33,43,31
34,20,31
34,21,31
34,42,31
34,43,31
35,20,31
35,21,31
35,42,31
35,43,31
36,21,31
36,22,31
36,41,31
36,42,31
37,21,31
37,22,31
37,41,31
37,42,31
38,22,31
38,23,31
38,40,31
38,41,31
39,23,31
39,24,31
39,39,31
39,40,31
40,24,31
40,25,31
40,38,31
40,39,31
41,25,31
41,26,31
41,27,31
41,36,31
41,37,31
41,38,31
42,26,31
42,27,31
42,28,31
42,29,31
42,30,31
42,31,31
42,32,31
42,33,31
42,34,31
42,35,31
42,36,31
42,37,31
43,28,31
43,29,31
43,30,31
43,31,31
43,32,31
43,33,31
43,34,31
43,35,31
20,28,32
20,29,32
20,30,32
20,31,32
20,32,32
20,33,32
20,34,32
20,35,32
21,26,32
21,27,32
21,28,32
21,29,32
21,30,32
21,31,32
21,32,32
21,33,32
21,34,32
21,35,32
21,36,32
21,37,32
22,25,32
22,26,32
22,27,32
22,36,32
22,37,32
22,38,32
23,24,32
23,25,32
23,38,32
23,39,32
24,23,32
24,24,32
24,39,32
24,40,32
25,22,32
25,23,32
25,40,32
25,41,32
26,21,32
26,22,32
26,41,32
26,42,32
27,21,32
27,22,32
27,41,32
27,42,32
28,20,32
28,21,32
28,42,32
28,43,32
29,20,32
29,21,32
29,42,32
29,43,32
30,20,32
30,21,32
30,42,32
30,43,32
31,20,32
31,21,32
31,42,32
31,43,32
32,20,32
32,21,32
32,42,32
32,43,32
33,20,32
33,21,32
33,42,32
33,43,32
34,20,32
34,21,32
34,42,32
34,43,32
35,20,32
35,21,32
35,42,32
35,43,32
36,21,32
36,22,32
36,41,32
36,42,32
37,21,32
37,22,32
37,41,32
37,42,32
38,22,32
38,23,32
38,40,32
38,41,32
39,23,32
39,24,32
39,39,32
39,40,32
40,24,32
40,25,32
40,38,32
40,39,32
41,25,32
41,26,32
41,27,32
41,36,32
41,37,32
41,38,32
42,26,32
42,27,32
42,28,32
42,29,32
42,30,32
42,31,32
42,32,32
42,33,32
42,34,32
42,35,32
42,36,32
42,37,32
43,28,32
43,29,32
43,30,32
43,31,32
43,32,32
43,33,32
43,34,32
43,35,32
20,28,33
20,29,33
20,30,33
20,31,33
20,32,33
20,33,33
20,34,33
20,35,33
21,26,33
21,27,33
21,28,33
21,29,33
21,30,33
21,31,33
21,32,33
21,33,33
21,34,33
21,35,33
21,36,33
21,37,33
22,25,33
22,26,33
22,27,33
22,36,33
22,37,33
22,38,33
23,24,33
23,25,33
23,38,33
23,39,33
24,23,33
24,24,33
24,39,33
24,40,33
25,22,33
25,23,33
25,40,33
25,41,33
26,21,33
26,22,33
26,41,33
26,42,33
27,21,33
27,22,33
27,41,33
27,42,33
28,20,33
28,21,33
28,42,33
28,43,33
29,20,33
29,21,33
29,42,33
29,43,33
30,20,33
30,21,33
30,42,33
30,43,33
31,20,33
31,21,33
31,42,33
31,43,33
32,20,33
32,21,33
32,42,33
32,43,33
33,20,33
33,21,33
33,42,33
33,43,33
34,20,33
34,21,33
34,42,33
34,43,33
35,20,33
35,21,33
35,42,33
35,43,33
36,21,33
36,22,33
36,41,33
36,42,33
37,21,33
37,22,33
37,41,33
37,42,33
38,22,33
38,23,33
38,40,33
38,41,33
39,23,33
39,24,33
39,39,33
39,40,33
40,24,33
40,25,33
40,38,33
40,39,33
41,25,33
41,26,33
41,27,33
41,36,33
41,37,33
41,38,33
42,26,33
42,27,33
42,28,33
42,29,33
42,30,33
42,31,33
42,32,33
42,33,33
42,34,33
42,35,33
42,36,33
42,37,33
43,28,33
43,29,33
43,30,33
43,31,33
43,32,33
43,33,33
43,34,33
43,35,33
20,28,34
20,29,34
20,30,34
20,31,34
20,32,34
20,33,34
20,34,34
20,35,34
21,26,34
21,27,34
21,28,34
21,29,34
21,30,34
21,31,34
21,32,34
21,33,34
21,34,34
21,35,34
21,36,34
21,37,34
22,25,34
22,26,34
22,27,34
22,36,34
22,37,34
22,38,34
23,24,34
23,25,34
23,38,34
23,39,34
24,23,34
24,24,34
24,39,34
24,40,34
25,22,34
25,23,34
25,40,34
25,41,34
26,21,34
26,22,34
26,41,34
26,42,34
27,21,34
27,22,34
27,41,34
27,42,34
28,20,34
28,21,34
28,42,34
28,43,34
29,20,34
29,21,34
29,42,34
29,43,34
30,20,34
30,21,34
30,42,34
30,43,34
31,20,34
31,21,34
31,42,34
31,43,34
32,20,34
32,21,34
32,42,34
32,43,34
33,20,34
33,21,34
33,42,34
33,43,34
34,20,34
34,21,34
34,42,34
34,43,34
35,20,34
35,21,34
35,42,34
35,43,34
36,21,34
36,22,34
36,41,34
36,42,34
37,21,34
37,22,34
37,41,34
37,42,34
38,22,34
38,23,34
38,40,34
38,41,34
39,23,34
39,24,34
39,39,34
39,40,34
40,24,34
40,25,34
40,38,34
40,39,34
41,25,34
41,26,34
41,27,34
41,36,34
41,37,34
41,38,34
42,26,34
42,27,34
42,28,34
42,29,34
42,30,34
42,31,34
42,32,34
42,33,34
42,34,34
42,35,34
42,36,34
42,37,34
43,28,34
43,29,34
43,30,34
43,31,34
43,32,34
43,33,34
43,34,34
43,35,34
20,28,35
20,29,35
20,30,35
20,31,35
20,32,35
20,33,35
20,34,35
20,35,35
21,26,35
21,27,35
21,28,35
21,29,35
21,30,35
21,31,35
21,32,35
21,33,35
21,34,35
21,35,35
21,36,35
21,37,35
22,25,35
22,26,35
22,27,35
22,36,35
22,37,35
22,38,35
23,24,35
23,25,35
23,38,35
23,39,35
24,23,35
24,24,35
24,39,35
24,40,35
25,22,35
25,23,35
25,40,35
25,41,35
26,21,35
26,22,35
26,41,35
26,42,35
27,21,35
27,22,35
27,41,35
27,42,35
28,20,35
28,21,35
28,42,35
28,43,35
29,20,35
29,21,35
29,42,35
29,43,35
30,20,35
30,21,35
30,42,35
30,43,35
31,20,35
31,21,35
31,42,35
31,43,35
32,20,35
32,21,35
32,42,35
32,43,35
33,20,35
33,21,35
33,42,35
33,43,35
34,20,35
34,21,35
34,42,35
34,43,35
35,20,35
35,21,35
35,42,35
35,43,35
36,21,35
36,22,35
36,41,35
36,42,35
37,21,35
37,22,35
37,41,35
37,42,35
38,22,35
38,23,35
38,40,35
38,41,35
39,23,35
39,24,35
39,39,35
39,40,35
40,24,35
40,25,35
40,38,35
40,39,35
41,25,35
41,26,35
41,27,35
41,36,35
41,37,35
41,38,35
42,26,35
42,27,35
42,28,35
42,29,35
42,30,35
42,31,35
42,32,35
42,33,35
42,34,35
42,35,35
42,36,35
42,37,35
43,28,35
43,29,35
43,30,35
43,31,35
43,32,35
43,33,35
43,34,35
43,35,35
20,28,36
20,29,36
20,30,36
20,31,36
20,32,36
20,33,36
20,34,36
20,35,36
21,26,36
21,27,36
21,28,36
21,29,36
21,30,36
21,31,36
21,32,36
21,33,36
21,34,36
21,35,36
21,36,36
21,37,36
22,25,36
22,26,36
22,27,36
22,36,36
22,37,36
22,38,36
23,24,36
23,25,36
23,38,36
23,39,36
24,23,36
24,24,36
24,39,36
24,40,36
25,22,36
25,23,36
25,40,36
25,41,36
26,21,36
26,22,36
26,41,36
26,42,36
27,21,36
27,22,36
27,41,36
27,42,36
28,20,36
28,21,36
28,42,36
28,43,36
29,20,36
29,21,36
29,42,36
29,43,36
30,20,36
30,21,36
30,42,36
30,43,36
31,20,36
31,21,36
31,42,36
31,43,36
32,20,36
32,21,36
32,42,36
32,43,36
33,20,36
33,21,36
33,42,36
33,43,36
34,20,36
34,21,36
34,42,36
34,43,36
35,20,36
35,21,36
35,42,36
35,43,36
36,21,36
36,22,36
36,41,36
36,42,36
37,21,36
37,22,36
37,41,36
37,42,36
38,22,36
38,23,36
38,40,36
38,41,36
39,23,36
39,24,36
39,39,36
39,40,36
40,24,36
40,25,36
40,38,36
40,39,36
41,25,36
41,26,36
41,27,36
41,36,36
41,37,36
41,38,36
42,26,36
42,27,36
42,28,36
42,29,36
42,30,36
42,31,36
42,32,36
42,33,36
42,34,36
42,35,36
42,36,36
42,37,36
43,28,36
43,29,36
43,30,36
43,31,36
43,32,36
43,33,36
43,34,36
43,35,36
20,28,37
20,29,37
20,30,37
20,31,37
20,32,37
20,33,37
20,34,37
20,35,37
21,26,37
21,27,37
21,28,37
21,29,37
21,30,37
21,31,37
21,32,37
21,33,37
21,34,37
21,35,37
21,36,37
21,37,37
22,25,37
22,26,37
22,27,37
22,36,37
22,37,37
22,38,37
23,24,37
23,25,37
23,38,37
23,39,37
24,23,37
24,24,37
24,39,37
24,40,37
25,22,37
25,23,37
25,40,37
25,41,37
26,21,37
26,22,37
26,41,37
26,42,37
27,21,37
27,22,37
27,41,37
27,42,37
28,20,37
28,21,37
28,42,37
28,43,37
29,20,37
29,21,37
29,42,37
29,43,37
30,20,37
30,21,37
30,42,37
30,43,37
31,20,37
31,21,37
31,42,37
31,43,37
32,20,37
32,21,37
32,42,37
32,43,37
33,20,37
33,21,37
33,42,37
33,43,37
34,20,37
34,21,37
34,42,37
34,43,37
35,20,37
35,21,37
35,42,37
35,43,37
36,21,37
36,22,37
36,41,37
36,42,37
37,21,37
37,22,37
37,41,37
37,42,37
38,22,37
38,23,37
38,40,37
38,41,37
39,23,37
39,24,37
39,39,37
39,40,37
40,24,37
40,25,37
40,38,37
40,39,37
41,25,37
41,26,37
41,27,37
41,36,37
41,37,37
41,38,37
42,26,37
42,27,37
42,28,37
42,29,37
42,30,37
42,31,37
42,32,37
42,33,37
42,34,37
42,35,37
42,36,37
42,37,37
43,28,37
43,29,37
43,30,37
43,31,37
43,32,37
43,33,37
43,34,37
43,35,37
20,28,38
20,29,38
20,30,38
20,31,38
20,32,38
20,33,38
20,34,38
20,35,38
21,26,38
21,27,38
21,28,38
21,29,38
21,30,38
21,31,38
21,32,38
21,33,38
21,34,38
21,35,38
21,36,38
21,37,38
22,25,38
22,26,38
22,27,38
22,36,38
22,37,38
22,38,38
23,24,38
23,25,38
23,38,38
23,39,38
24,23,38
24,24,38
24,39,38
24,40,38
25,22,38
25,23,38
25,40,38
25,41,38
26,21,38
26,22,38
26,41,38
26,42,38
27,21,38
27,22,38
27,41,38
27,42,38
28,20,38
28,21,38
28,42,38
28,43,38
29,20,38
29,21,38
29,42,38
29,43,38
30,20,38
30,21,38
30,42,38
30,43,38
31,20,38
31,21,38
31,42,38
31,43,38
32,20,38
32,21,38
32,42,38
32,43,38
33,20,38
33,21,38
33,42,38
33,43,38
34,20,38
34,21,38
34,42,38
34,43,38
35,20,38
