i,j,k
20,28,0
20,29,0
20,30,0
20,31,0
20,32,0
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
21,26,0
21,27,0
21,28,0
21,29,0
21,30,0
21,31,0
21,32,0
21,33,0
21,34,0
21,35,0
21,37,0
22,25,0
22,26,0
22,27,0
22,36,0
22,37,0
22,38,0
23,24,0
23,25,0
23,37,0
23,38,0
23,39,0
24,23,0
24,24,0
24,38,0
24,39,0
24,40,0
25,22,0
25,23,0
25,39,0
25,40,0
25,41,0
25,42,0
26,21,0
26,22,0
26,40,0
26,41,0
26,43,0
27,21,0
27,22,0
27,41,0
27,42,0
27,43,0
28,20,0
28,21,0
28,41,0
28,42,0
28,44,0
29,20,0
29,21,0
29,42,0
29,44,0
30,20,0
30,21,0
30,42,0
30,43,0
30,44,0
31,20,0
31,21,0
31,42,0
31,43,0
31,44,0
32,20,0
32,21,0
32,42,0
32,43,0
32,44,0
33,20,0
33,21,0
33,42,0
33,43,0
33,44,0
34,20,0
34,21,0
34,42,0
34,44,0
35,20,0
35,21,0
35,41,0
35,42,0
35,44,0
36,21,0
36,22,0
36,41,0
36,43,0
37,20,0
37,21,0
37,22,0
37,23,0
37,40,0
37,41,0
37,43,0
38,22,0
38,23,0
38,24,0
38,39,0
38,40,0
38,42,0
39,23,0
39,24,0
39,25,0
39,38,0
39,39,0
39,41,0
40,24,0
40,25,0
40,26,0
40,37,0
40,38,0
40,40,0
41,25,0
41,26,0
41,27,0
41,28,0
41,35,0
41,36,0
41,37,0
41,39,0
42,25,0
42,27,0
42,28,0
42,29,0
42,30,0
42,31,0
42,32,0
42,33,0
42,34,0
42,35,0
42,38,0
43,26,0
43,27,0
43,29,0
43,30,0
43,31,0
43,32,0
43,33,0
43,36,0
43,37,0
44,28,0
44,29,0
44,30,0
44,31,0
44,32,0
44,33,0
44,34,0
44,35,0
19,28,1
19,29,1
19,30,1
19,31,1
19,32,1
19,33,1
19,34,1
19,35,1
20,26,1
20,27,1
20,29,1
20,30,1
20,31,1
20,32,1
20,33,1
20,34,1
20,36,1
20,37,1
21,25,1
21,26,1
21,27,1
21,36,1
21,37,1
21,38,1
22,24,1
22,25,1
22,38,1
22,39,1
23,23,1
23,24,1
23,28,1
23,29,1
23,30,1
23,31,1
23,32,1
23,33,1
23,34,1
23,35,1
23,39,1
23,40,1
24,22,1
24,23,1
24,26,1
24,27,1
24,28,1
24,29,1
24,30,1
24,31,1
24,32,1
24,33,1
24,34,1
24,35,1
24,36,1
24,37,1
24,40,1
24,41,1
25,21,1
25,22,1
25,25,1
25,26,1
25,27,1
25,28,1
25,29,1
25,30,1
25,31,1
25,32,1
25,33,1
25,34,1
25,35,1
25,36,1
25,37,1
25,38,1
25,41,1
25,42,1
26,20,1
26,21,1
26,24,1
26,25,1
26,26,1
26,27,1
26,28,1
26,29,1
26,30,1
26,31,1
26,32,1
26,33,1
26,34,1
26,35,1
26,36,1
26,37,1
26,38,1
26,39,1
26,42,1
26,43,1
27,20,1
27,21,1
27,24,1
27,25,1
27,26,1
27,27,1
27,28,1
27,29,1
27,30,1
27,31,1
27,32,1
27,33,1
27,34,1
27,35,1
27,36,1
27,37,1
27,38,1
27,39,1
27,42,1
27,43,1
28,19,1
28,23,1
28,24,1
28,25,1
28,26,1
28,27,1
28,28,1
28,29,1
28,30,1
28,31,1
28,32,1
28,33,1
28,34,1
28,35,1
28,36,1
28,37,1
28,38,1
28,39,1
28,40,1
28,43,1
28,44,1
29,19,1
29,20,1
29,23,1
29,24,1
29,25,1
29,26,1
29,27,1
29,28,1
29,29,1
29,30,1
29,31,1
29,32,1
29,33,1
29,34,1
29,35,1
29,36,1
29,37,1
29,38,1
29,39,1
29,40,1
29,43,1
29,44,1
30,19,1
30,20,1
30,23,1
30,24,1
30,25,1
30,26,1
30,27,1
30,28,1
30,29,1
30,30,1
30,31,1
30,32,1
30,33,1
30,34,1
30,35,1
30,36,1
30,37,1
30,38,1
30,39,1
30,40,1
30,43,1
30,44,1
31,19,1
31,20,1
31,23,1
31,24,1
31,25,1
31,26,1
31,27,1
31,28,1
31,29,1
31,30,1
31,31,1
31,32,1
31,33,1
31,34,1
31,35,1
31,36,1
31,37,1
31,38,1
31,39,1
31,40,1
31,43,1
31,44,1
32,19,1
32,20,1
32,23,1
32,24,1
32,25,1
32,26,1
32,27,1
32,28,1
32,29,1
32,30,1
32,31,1
32,32,1
32,33,1
32,34,1
32,35,1
32,36,1
32,37,1
32,38,1
32,39,1
32,40,1
32,43,1
32,44,1
33,19,1
33,20,1
33,23,1
33,24,1
33,25,1
33,26,1
33,27,1
33,28,1
33,29,1
33,30,1
33,31,1
33,32,1
33,33,1
33,34,1
33,35,1
33,36,1
33,37,1
33,38,1
33,39,1
33,40,1
33,43,1
33,44,1
34,19,1
34,20,1
34,23,1
34,24,1
34,25,1
34,26,1
34,27,1
34,28,1
34,29,1
34,30,1
34,31,1
34,32,1
34,33,1
34,34,1
34,35,1
34,36,1
34,37,1
34,38,1
34,39,1
34,40,1
34,43,1
34,44,1
35,19,1
35,23,1
35,24,1
35,25,1
35,26,1
35,27,1
35,28,1
35,29,1
35,30,1
35,31,1
35,32,1
35,33,1
35,34,1
35,35,1
35,36,1
35,37,1
35,38,1
35,39,1
35,40,1
35,43,1
35,44,1
36,20,1
36,21,1
36,24,1
36,25,1
36,26,1
36,27,1
36,28,1
36,29,1
36,30,1
36,31,1
36,32,1
36,33,1
36,34,1
36,35,1
36,36,1
36,37,1
36,38,1
36,39,1
36,42,1
36,43,1
37,20,1
37,21,1
37,24,1
37,25,1
37,26,1
37,27,1
37,28,1
37,29,1
37,30,1
37,31,1
37,32,1
37,33,1
37,34,1
37,35,1
37,36,1
37,37,1
37,38,1
37,39,1
37,42,1
37,43,1
38,21,1
38,22,1
38,25,1
38,26,1
38,27,1
38,28,1
38,29,1
38,30,1
38,31,1
38,32,1
38,33,1
38,34,1
38,35,1
38,36,1
38,37,1
38,38,1
38,41,1
38,42,1
39,22,1
39,23,1
39,26,1
39,27,1
39,28,1
39,29,1
39,30,1
39,31,1
39,32,1
39,33,1
39,34,1
39,35,1
39,36,1
39,37,1
39,40,1
39,41,1
40,23,1
40,24,1
40,28,1
40,29,1
40,30,1
40,31,1
40,32,1
40,33,1
40,34,1
40,35,1
40,39,1
40,40,1
41,24,1
41,25,1
41,38,1
41,39,1
42,25,1
42,26,1
42,27,1
42,36,1
42,37,1
42,38,1
43,26,1
43,27,1
43,28,1
43,29,1
43,30,1
43,31,1
43,32,1
43,33,1
43,34,1
43,35,1
43,36,1
43,37,1
44,28,1
44,29,1
44,30,1
44,31,1
44,32,1
44,33,1
44,34,1
44,35,1
19,28,2
19,29,2
19,30,2
19,31,2
19,32,2
19,33,2
19,34,2
19,35,2
20,26,2
20,27,2
20,28,2
20,35,2
20,36,2
20,37,2
21,25,2
21,26,2
21,29,2
21,30,2
21,31,2
21,32,2
21,33,2
21,34,2
21,35,2
21,37,2
21,38,2
22,24,2
22,27,2
22,28,2
22,36,2
22,37,2
22,39,2
23,23,2
23,26,2
23,38,2
23,40,2
24,22,2
24,25,2
24,39,2
24,41,2
25,21,2
25,24,2
25,40,2
25,42,2
26,20,2
26,21,2
26,23,2
26,42,2
26,43,2
27,20,2
27,22,2
27,40,2
27,41,2
27,43,2
28,19,2
28,20,2
28,22,2
28,43,2
28,44,2
29,19,2
29,21,2
29,41,2
29,44,2
30,19,2
30,21,2
30,41,2
30,44,2
31,19,2
31,21,2
31,41,2
31,42,2
31,44,2
32,19,2
32,21,2
32,41,2
32,42,2
32,44,2
33,19,2
33,21,2
33,41,2
33,44,2
34,19,2
34,21,2
34,41,2
34,44,2
35,19,2
35,20,2
35,21,2
35,41,2
35,43,2
35,44,2
36,20,2
36,22,2
36,40,2
36,41,2
36,43,2
37,20,2
37,21,2
37,22,2
37,40,2
37,42,2
37,43,2
38,21,2
38,23,2
38,39,2
38,42,2
39,22,2
39,24,2
39,38,2
39,39,2
39,41,2
40,23,2
40,25,2
40,27,2
40,36,2
40,37,2
40,40,2
41,24,2
41,27,2
41,29,2
41,30,2
41,31,2
41,32,2
41,33,2
41,34,2
41,35,2
41,36,2
41,39,2
42,25,2
42,26,2
42,31,2
42,32,2
42,37,2
42,38,2
43,26,2
43,27,2
43,28,2
43,35,2
43,36,2
43,37,2
44,28,2
44,29,2
44,30,2
44,31,2
44,32,2
44,33,2
44,34,2
44,35,2
19,28,3
19,29,3
19,30,3
19,31,3
19,32,3
19,33,3
19,34,3
19,35,3
20,26,3
20,27,3
20,28,3
20,35,3
20,36,3
20,37,3
21,25,3
21,26,3
21,29,3
21,30,3
21,31,3
21,32,3
21,33,3
21,34,3
21,35,3
21,37,3
21,38,3
22,24,3
22,27,3
22,28,3
22,36,3
22,37,3
22,39,3
23,23,3
23,26,3
23,38,3
23,40,3
24,22,3
24,25,3
24,39,3
24,41,3
25,21,3
25,24,3
25,40,3
25,42,3
26,20,3
26,21,3
26,23,3
26,42,3
26,43,3
27,20,3
27,22,3
27,40,3
27,41,3
27,43,3
28,19,3
28,20,3
28,22,3
28,43,3
28,44,3
29,19,3
29,21,3
29,41,3
29,44,3
30,19,3
30,21,3
30,41,3
30,44,3
31,19,3
31,21,3
31,41,3
31,42,3
31,44,3
32,19,3
32,21,3
32,41,3
32,42,3
32,44,3
33,19,3
33,21,3
33,41,3
33,44,3
34,19,3
34,21,3
34,41,3
34,44,3
35,19,3
35,20,3
35,21,3
35,41,3
35,43,3
35,44,3
36,20,3
36,22,3
36,40,3
36,41,3
36,43,3
37,20,3
37,21,3
37,22,3
37,40,3
37,42,3
37,43,3
38,21,3
38,23,3
38,39,3
38,42,3
39,22,3
39,24,3
39,38,3
39,39,3
39,41,3
40,23,3
40,25,3
40,27,3
40,36,3
40,37,3
40,40,3
41,24,3
41,27,3
41,29,3
41,30,3
41,31,3
41,32,3
41,33,3
41,34,3
41,35,3
41,36,3
41,39,3
42,25,3
42,26,3
42,31,3
42,32,3
42,37,3
42,38,3
43,26,3
43,27,3
43,28,3
43,35,3
43,36,3
43,37,3
44,28,3
44,29,3
44,30,3
44,31,3
44,32,3
44,33,3
44,34,3
44,35,3
19,28,4
19,29,4
19,30,4
19,31,4
19,32,4
19,33,4
19,34,4
19,35,4
20,26,4
20,27,4
20,28,4
20,35,4
20,36,4
20,37,4
21,25,4
21,26,4
21,29,4
21,30,4
21,31,4
21,32,4
21,33,4
21,34,4
21,35,4
21,37,4
21,38,4
22,24,4
22,27,4
22,28,4
22,36,4
22,37,4
22,39,4
23,23,4
23,26,4
23,38,4
23,40,4
24,22,4
24,25,4
24,39,4
24,41,4
25,21,4
25,24,4
25,40,4
25,42,4
26,20,4
26,21,4
26,23,4
26,42,4
26,43,4
27,20,4
27,22,4
27,40,4
27,41,4
27,43,4
28,19,4
28,20,4
28,22,4
28,43,4
28,44,4
29,19,4
29,21,4
29,41,4
29,44,4
30,19,4
30,21,4
30,41,4
30,44,4
31,19,4
31,21,4
31,41,4
31,42,4
31,44,4
32,19,4
32,21,4
32,41,4
32,42,4
32,44,4
33,19,4
33,21,4
33,41,4
33,44,4
34,19,4
34,21,4
34,41,4
34,44,4
35,19,4
35,20,4
35,21,4
35,41,4
35,43,4
35,44,4
36,20,4
36,22,4
36,40,4
36,41,4
36,43,4
37,20,4
37,21,4
37,22,4
37,40,4
37,42,4
37,43,4
38,21,4
38,23,4
38,39,4
38,42,4
39,22,4
39,24,4
39,38,4
39,39,4
39,41,4
40,23,4
40,25,4
40,27,4
40,36,4
40,37,4
40,40,4
41,24,4
41,27,4
41,29,4
41,30,4
41,31,4
41,32,4
41,33,4
41,34,4
41,35,4
41,36,4
41,39,4
42,25,4
42,26,4
42,31,4
42,32,4
42,37,4
42,38,4
43,26,4
43,27,4
43,28,4
43,35,4
43,36,4
43,37,4
44,28,4
44,29,4
44,30,4
44,31,4
44,32,4
44,33,4
44,34,4
44,35,4
19,28,5
19,29,5
19,30,5
19,31,5
19,32,5
19,33,5
19,34,5
19,35,5
20,26,5
20,27,5
20,28,5
20,35,5
20,36,5
20,37,5
21,25,5
21,26,5
21,29,5
21,30,5
21,31,5
21,32,5
21,33,5
21,34,5
21,35,5
21,37,5
21,38,5
22,24,5
22,27,5
22,28,5
22,36,5
22,37,5
22,39,5
23,23,5
23,26,5
23,38,5
23,40,5
24,22,5
24,25,5
24,39,5
24,41,5
25,21,5
25,24,5
25,40,5
25,42,5
26,20,5
26,21,5
26,23,5
26,42,5
26,43,5
27,20,5
27,22,5
27,40,5
27,41,5
27,43,5
28,19,5
28,20,5
28,22,5
28,43,5
28,44,5
29,19,5
29,21,5
29,41,5
29,44,5
30,19,5
30,21,5
30,41,5
30,44,5
31,19,5
31,21,5
31,41,5
31,42,5
31,44,5
32,19,5
32,21,5
32,41,5
32,42,5
32,44,5
33,19,5
33,21,5
33,41,5
33,44,5
34,19,5
34,21,5
34,41,5
34,44,5
35,19,5
35,20,5
35,21,5
35,41,5
35,43,5
35,44,5
36,20,5
36,22,5
36,40,5
36,41,5
36,43,5
37,20,5
37,21,5
37,22,5
37,40,5
37,42,5
37,43,5
38,21,5
38,23,5
38,39,5
38,42,5
39,22,5
39,24,5
39,38,5
39,39,5
39,41,5
40,23,5
40,25,5
40,27,5
40,36,5
40,37,5
40,40,5
41,24,5
41,27,5
41,29,5
41,30,5
41,31,5
41,32,5
41,33,5
41,34,5
41,35,5
41,36,5
41,39,5
42,25,5
42,26,5
42,31,5
42,32,5
42,37,5
42,38,5
43,26,5
43,27,5
43,28,5
43,35,5
43,36,5
43,37,5
44,28,5
44,29,5
44,30,5
44,31,5
44,32,5
44,33,5
44,34,5
44,35,5
19,28,6
19,29,6
19,30,6
19,31,6
19,32,6
19,33,6
19,34,6
19,35,6
20,26,6
20,27,6
20,28,6
20,35,6
20,36,6
20,37,6
21,25,6
21,26,6
21,29,6
21,30,6
21,31,6
21,32,6
21,33,6
21,34,6
21,35,6
21,37,6
21,38,6
22,24,6
22,27,6
22,28,6
22,36,6
22,37,6
22,39,6
23,23,6
23,26,6
23,38,6
23,40,6
24,22,6
24,25,6
24,39,6
24,41,6
25,21,6
25,24,6
25,40,6
25,42,6
26,20,6
26,21,6
26,23,6
26,42,6
26,43,6
27,20,6
27,22,6
27,40,6
27,41,6
27,43,6
28,19,6
28,20,6
28,22,6
28,43,6
28,44,6
29,19,6
29,21,6
29,41,6
29,44,6
30,19,6
30,21,6
30,41,6
30,44,6
31,19,6
31,21,6
31,41,6
31,42,6
31,44,6
32,19,6
32,21,6
32,41,6
32,42,6
32,44,6
33,19,6
33,21,6
33,41,6
33,44,6
34,19,6
34,21,6
34,41,6
34,44,6
35,19,6
35,20,6
35,21,6
35,41,6
35,43,6
35,44,6
36,20,6
36,22,6
36,40,6
36,41,6
36,43,6
37,20,6
37,21,6
37,22,6
37,40,6
37,42,6
37,43,6
38,21,6
38,23,6
38,39,6
38,42,6
39,22,6
39,24,6
39,38,6
39,39,6
39,41,6
40,23,6
40,25,6
40,27,6
40,36,6
40,37,6
40,40,6
41,24,6
41,27,6
41,29,6
41,30,6
41,31,6
41,32,6
41,33,6
41,34,6
41,35,6
41,36,6
41,39,6
42,25,6
42,26,6
42,31,6
42,32,6
42,37,6
42,38,6
43,26,6
43,27,6
43,28,6
43,35,6
43,36,6
43,37,6
44,28,6
44,29,6
44,30,6
44,31,6
44,32,6
44,33,6
44,34,6
44,35,6
19,28,7
19,29,7
19,30,7
19,31,7
19,32,7
19,33,7
19,34,7
19,35,7
20,26,7
20,27,7
20,28,7
20,35,7
20,36,7
20,37,7
21,25,7
21,26,7
21,29,7
21,30,7
21,31,7
21,32,7
21,33,7
21,34,7
21,35,7
21,37,7
21,38,7
22,24,7
22,27,7
22,28,7
22,36,7
22,37,7
22,39,7
23,23,7
23,26,7
23,38,7
23,40,7
24,22,7
24,25,7
24,39,7
24,41,7
25,21,7
25,24,7
25,40,7
25,42,7
26,20,7
26,21,7
26,23,7
26,42,7
26,43,7
27,20,7
27,22,7
27,40,7
27,41,7
27,43,7
28,19,7
28,20,7
28,22,7
28,43,7
28,44,7
29,19,7
29,21,7
29,41,7
29,44,7
30,19,7
30,21,7
30,41,7
30,44,7
31,19,7
31,21,7
31,41,7
31,42,7
31,44,7
32,19,7
32,21,7
32,41,7
32,42,7
32,44,7
33,19,7
33,21,7
33,41,7
33,44,7
34,19,7
34,21,7
34,41,7
34,44,7
35,19,7
35,20,7
35,21,7
35,41,7
35,43,7
35,44,7
36,20,7
36,22,7
36,40,7
36,41,7
36,43,7
37,20,7
37,21,7
37,22,7
37,40,7
37,42,7
37,43,7
38,21,7
38,23,7
38,39,7
38,42,7
39,22,7
39,24,7
39,38,7
39,39,7
39,41,7
40,23,7
40,25,7
40,27,7
40,36,7
40,37,7
40,40,7
41,24,7
41,27,7
41,29,7
41,30,7
41,31,7
41,32,7
41,33,7
41,34,7
41,35,7
41,36,7
41,39,7
42,25,7
42,26,7
42,31,7
42,32,7
42,37,7
42,38,7
43,26,7
43,27,7
43,28,7
43,35,7
43,36,7
43,37,7
44,28,7
44,29,7
44,30,7
44,31,7
44,32,7
44,33,7
44,34,7
44,35,7
19,28,8
19,29,8
19,30,8
19,31,8
19,32,8
19,33,8
19,34,8
19,35,8
20,26,8
20,27,8
20,28,8
20,35,8
20,36,8
20,37,8
21,25,8
21,26,8
21,29,8
21,30,8
21,31,8
21,32,8
21,33,8
21,34,8
21,35,8
21,37,8
21,38,8
22,24,8
22,27,8
22,28,8
22,36,8
22,37,8
22,39,8
23,23,8
23,26,8
23,38,8
23,40,8
24,22,8
24,25,8
24,39,8
24,41,8
25,21,8
25,24,8
25,40,8
25,42,8
26,20,8
26,21,8
26,23,8
26,42,8
26,43,8
27,20,8
27,22,8
27,40,8
27,41,8
27,43,8
28,19,8
28,20,8
28,22,8
28,43,8
28,44,8
29,19,8
29,21,8
29,41,8
29,44,8
30,19,8
30,21,8
30,41,8
30,44,8
31,19,8
31,21,8
31,41,8
31,42,8
31,44,8
32,19,8
32,21,8
32,41,8
32,42,8
32,44,8
33,19,8
33,21,8
33,41,8
33,44,8
34,19,8
34,21,8
34,41,8
34,44,8
35,19,8
35,20,8
35,21,8
35,41,8
35,43,8
35,44,8
36,20,8
36,22,8
36,40,8
36,41,8
36,43,8
37,20,8
37,21,8
37,22,8
37,40,8
37,42,8
37,43,8
38,21,8
38,23,8
38,39,8
38,42,8
39,22,8
39,24,8
39,38,8
39,39,8
39,41,8
40,23,8
40,25,8
40,27,8
40,36,8
40,37,8
40,40,8
41,24,8
41,27,8
41,29,8
41,30,8
41,31,8
41,32,8
41,33,8
41,34,8
41,35,8
41,36,8
41,39,8
42,25,8
42,26,8
42,31,8
42,32,8
42,37,8
42,38,8
43,26,8
43,27,8
43,28,8
43,35,8
43,36,8
43,37,8
44,28,8
44,29,8
44,30,8
44,31,8
44,32,8
44,33,8
44,34,8
44,35,8
19,28,9
19,29,9
19,30,9
19,31,9
19,32,9
19,33,9
19,34,9
19,35,9
20,26,9
20,27,9
20,28,9
20,35,9
20,36,9
20,37,9
21,25,9
21,26,9
21,29,9
21,30,9
21,31,9
21,32,9
21,33,9
21,34,9
21,35,9
21,37,9
21,38,9
22,24,9
22,27,9
22,28,9
22,36,9
22,37,9
22,39,9
23,23,9
23,26,9
23,38,9
23,40,9
24,22,9
24,25,9
24,39,9
24,41,9
25,21,9
25,24,9
25,40,9
25,42,9
26,20,9
26,21,9
26,23,9
26,42,9
26,43,9
27,20,9
27,22,9
27,40,9
27,41,9
27,43,9
28,19,9
28,20,9
28,22,9
28,43,9
28,44,9
29,19,9
29,21,9
29,41,9
29,44,9
30,19,9
30,21,9
30,41,9
30,44,9
31,19,9
31,21,9
31,41,9
31,42,9
31,44,9
32,19,9
32,21,9
32,41,9
32,42,9
32,44,9
33,19,9
33,21,9
33,41,9
33,44,9
34,19,9
34,21,9
34,41,9
34,44,9
35,19,9
35,20,9
35,21,9
35,41,9
35,43,9
35,44,9
36,20,9
36,22,9
36,40,9
36,41,9
36,43,9
37,20,9
37,21,9
37,22,9
37,40,9
37,42,9
37,43,9
38,21,9
38,23,9
38,39,9
38,42,9
39,22,9
39,24,9
39,38,9
39,39,9
39,41,9
40,23,9
40,25,9
40,27,9
40,36,9
40,37,9
40,40,9
41,24,9
41,27,9
41,29,9
41,30,9
41,31,9
41,32,9
41,33,9
41,34,9
41,35,9
41,36,9
41,39,9
42,25,9
42,26,9
42,31,9
42,32,9
42,37,9
42,38,9
43,26,9
43,27,9
43,28,9
43,35,9
43,36,9
43,37,9
44,28,9
44,29,9
44,30,9
44,31,9
44,32,9
44,33,9
44,34,9
44,35,9
19,28,10
19,29,10
19,30,10
19,31,10
19,32,10
19,33,10
19,34,10
19,35,10
20,26,10
20,27,10
20,28,10
20,35,10
20,36,10
20,37,10
21,25,10
21,26,10
21,29,10
21,30,10
21,31,10
21,32,10
21,33,10
21,34,10
21,35,10
21,37,10
21,38,10
22,24,10
22,27,10
22,28,10
22,36,10
22,37,10
22,39,10
23,23,10
23,26,10
23,38,10
23,40,10
24,22,10
24,25,10
24,39,10
24,41,10
25,21,10
25,24,10
25,40,10
25,42,10
26,20,10
26,21,10
26,23,10
26,42,10
26,43,10
27,20,10
27,22,10
27,40,10
27,41,10
27,43,10
28,19,10
28,20,10
28,22,10
28,43,10
28,44,10
29,19,10
29,21,10
29,41,10
29,44,10
30,19,10
30,21,10
30,41,10
30,44,10
31,19,10
31,21,10
31,41,10
31,42,10
31,44,10
32,19,10
32,21,10
32,41,10
32,42,10
32,44,10
33,19,10
33,21,10
33,41,10
33,44,10
34,19,10
34,21,10
34,41,10
34,44,10
35,19,10
35,20,10
35,21,10
35,41,10
35,43,10
35,44,10
36,20,10
36,22,10
36,40,10
36,41,10
36,43,10
37,20,10
37,21,10
37,22,10
37,40,10
37,42,10
37,43,10
38,21,10
38,23,10
38,39,10
38,42,10
39,22,10
39,24,10
39,38,10
39,39,10
39,41,10
40,23,10
40,25,10
40,27,10
40,36,10
40,37,10
40,40,10
41,24,10
41,27,10
41,29,10
41,30,10
41,31,10
41,32,10
41,33,10
41,34,10
41,35,10
41,36,10
41,39,10
42,25,10
42,26,10
42,31,10
42,32,10
42,37,10
42,38,10
43,26,10
43,27,10
43,28,10
43,35,10
43,36,10
43,37,10
44,28,10
44,29,10
44,30,10
44,31,10
44,32,10
44,33,10
44,34,10
44,35,10
19,28,11
19,29,11
19,30,11
19,31,11
19,32,11
19,33,11
19,34,11
19,35,11
20,26,11
20,27,11
20,28,11
20,35,11
20,36,11
20,37,11
21,25,11
21,26,11
21,29,11
21,30,11
21,31,11
21,32,11
21,33,11
21,34,11
21,35,11
21,37,11
21,38,11
22,24,11
22,27,11
22,28,11
22,36,11
22,37,11
22,39,11
23,23,11
23,26,11
23,38,11
23,40,11
24,22,11
24,25,11
24,39,11
24,41,11
25,21,11
25,24,11
25,40,11
25,42,11
26,20,11
26,21,11
26,23,11
26,42,11
26,43,11
27,20,11
27,22,11
27,40,11
27,41,11
27,43,11
28,19,11
28,20,11
28,22,11
28,43,11
28,44,11
29,19,11
29,21,11
29,41,11
29,44,11
30,19,11
30,21,11
30,41,11
30,44,11
31,19,11
31,21,11
31,41,11
31,42,11
31,44,11
32,19,11
32,21,11
32,41,11
32,42,11
32,44,11
33,19,11
33,21,11
33,41,11
33,44,11
34,19,11
34,21,11
34,41,11
34,44,11
35,19,11
35,20,11
35,21,11
35,41,11
35,43,11
35,44,11
36,20,11
36,22,11
36,40,11
36,41,11
36,43,11
37,20,11
37,21,11
37,22,11
37,40,11
37,42,11
37,43,11
38,21,11
38,23,11
38,39,11
38,42,11
39,22,11
39,24,11
39,38,11
39,39,11
39,41,11
40,23,11
40,25,11
40,27,11
40,36,11
40,37,11
40,40,11
41,24,11
41,27,11
41,29,11
41,30,11
41,31,11
41,32,11
41,33,11
41,34,11
41,35,11
41,36,11
41,39,11
42,25,11
42,26,11
42,31,11
42,32,11
42,37,11
42,38,11
43,26,11
43,27,11
43,28,11
43,35,11
43,36,11
43,37,11
44,28,11
44,29,11
44,30,11
44,31,11
44,32,11
44,33,11
44,34,11
44,35,11
19,28,12
19,29,12
19,30,12
19,31,12
19,32,12
19,33,12
19,34,12
19,35,12
20,26,12
20,27,12
20,28,12
20,35,12
20,36,12
20,37,12
21,25,12
21,26,12
21,29,12
21,30,12
21,31,12
21,32,12
21,33,12
21,34,12
21,35,12
21,37,12
21,38,12
22,24,12
22,27,12
22,28,12
22,36,12
22,37,12
22,39,12
23,23,12
23,26,12
23,38,12
23,40,12
24,22,12
24,25,12
24,39,12
24,41,12
25,21,12
25,24,12
25,40,12
25,42,12
26,20,12
26,21,12
26,23,12
26,42,12
26,43,12
27,20,12
27,22,12
27,40,12
27,41,12
27,43,12
28,19,12
28,20,12
28,22,12
28,43,12
28,44,12
29,19,12
29,21,12
29,41,12
29,44,12
30,19,12
30,21,12
30,41,12
30,44,12
31,19,12
31,21,12
31,41,12
31,42,12
31,44,12
32,19,12
32,21,12
32,41,12
32,42,12
32,44,12
33,19,12
33,21,12
33,41,12
33,44,12
34,19,12
34,21,12
34,41,12
34,44,12
35,19,12
35,20,12
35,21,12
35,41,12
35,43,12
35,44,12
36,20,12
36,22,12
36,40,12
36,41,12
36,43,12
37,20,12
37,21,12
37,22,12
37,40,12
37,42,12
37,43,12
38,21,12
38,23,12
38,39,12
38,42,12
39,22,12
39,24,12
39,38,12
39,39,12
39,41,12
40,23,12
40,25,12
40,27,12
40,36,12
40,37,12
40,40,12
41,24,12
41,27,12
41,29,12
41,30,12
41,31,12
41,32,12
41,33,12
41,34,12
41,35,12
41,36,12
41,39,12
42,25,12
42,26,12
42,31,12
42,32,12
42,37,12
42,38,12
43,26,12
43,27,12
43,28,12
43,35,12
43,36,12
43,37,12
44,28,12
44,29,12
44,30,12
44,31,12
44,32,12
44,33,12
44,34,12
44,35,12
19,28,13
19,29,13
19,30,13
19,31,13
19,32,13
19,33,13
19,34,13
19,35,13
20,26,13
20,27,13
20,28,13
20,35,13
20,36,13
20,37,13
21,25,13
21,26,13
21,29,13
21,30,13
21,31,13
21,32,13
21,33,13
21,34,13
21,35,13
21,37,13
21,38,13
22,24,13
22,27,13
22,28,13
22,36,13
22,37,13
22,39,13
23,23,13
23,26,13
23,38,13
23,40,13
24,22,13
24,25,13
24,39,13
24,41,13
25,21,13
25,24,13
25,40,13
25,42,13
26,20,13
26,21,13
26,23,13
26,42,13
26,43,13
27,20,13
27,22,13
27,40,13
27,41,13
27,43,13
28,19,13
28,20,13
28,22,13
28,43,13
28,44,13
29,19,13
29,21,13
29,41,13
29,44,13
30,19,13
30,21,13
30,41,13
30,44,13
31,19,13
31,21,13
31,41,13
31,42,13
31,44,13
32,19,13
32,21,13
32,41,13
32,42,13
32,44,13
33,19,13
33,21,13
33,41,13
33,44,13
34,19,13
34,21,13
34,41,13
34,44,13
35,19,13
35,20,13
35,21,13
35,41,13
35,43,13
35,44,13
36,20,13
36,22,13
36,40,13
36,41,13
36,43,13
37,20,13
37,21,13
37,22,13
37,40,13
37,42,13
37,43,13
38,21,13
38,23,13
38,39,13
38,42,13
39,22,13
39,24,13
39,38,13
39,39,13
39,41,13
40,23,13
40,25,13
40,27,13
40,36,13
40,37,13
40,40,13
41,24,13
41,27,13
41,29,13
41,30,13
41,31,13
41,32,13
41,33,13
41,34,13
41,35,13
41,36,13
41,39,13
42,25,13
42,26,13
42,31,13
42,32,13
42,37,13
42,38,13
43,26,13
43,27,13
43,28,13
43,35,13
43,36,13
43,37,13
44,28,13
44,29,13
44,30,13
44,31,13
44,32,13
44,33,13
44,34,13
44,35,13
19,28,14
19,29,14
19,30,14
19,31,14
19,32,14
19,33,14
19,34,14
19,35,14
