i,j,k
19,32,51
19,33,51
19,34,51
19,35,51
20,26,51
20,27,51
20,28,51
20,35,51
20,36,51
20,37,51
21,25,51
21,26,51
21,29,51
21,30,51
21,31,51
21,32,51
21,33,51
21,34,51
21,35,51
21,37,51
21,38,51
22,24,51
22,27,51
22,28,51
22,36,51
22,37,51
22,39,51
23,23,51
23,26,51
23,38,51
23,40,51
24,22,51
24,25,51
24,39,51
24,41,51
25,21,51
25,24,51
25,40,51
25,42,51
26,20,51
26,21,51
26,23,51
26,42,51
26,43,51
27,20,51
27,22,51
27,40,51
27,41,51
27,43,51
28,19,51
28,20,51
28,22,51
28,43,51
28,44,51
29,19,51
29,21,51
29,41,51
29,44,51
30,19,51
30,21,51
30,41,51
30,44,51
31,19,51
31,21,51
31,41,51
31,42,51
31,44,51
32,19,51
32,21,51
32,41,51
32,42,51
32,44,51
33,19,51
33,21,51
33,41,51
33,44,51
34,19,51
34,21,51
34,41,51
34,44,51
35,19,51
35,20,51
35,21,51
35,41,51
35,43,51
35,44,51
36,20,51
36,22,51
36,40,51
36,41,51
36,43,51
37,20,51
37,21,51
37,22,51
37,40,51
37,42,51
37,43,51
38,21,51
38,23,51
38,39,51
38,42,51
39,22,51
39,24,51
39,38,51
39,39,51
39,41,51
40,23,51
40,25,51
40,27,51
40,36,51
40,37,51
40,40,51
41,24,51
41,27,51
41,29,51
41,30,51
41,31,51
41,32,51
41,33,51
41,34,51
41,35,51
41,36,51
41,39,51
42,25,51
42,26,51
42,31,51
42,32,51
42,37,51
42,38,51
43,26,51
43,27,51
43,28,51
43,35,51
43,36,51
43,37,51
44,28,51
44,29,51
44,30,51
44,31,51
44,32,51
44,33,51
44,34,51
44,35,51
19,28,52
19,29,52
19,30,52
19,31,52
19,32,52
19,33,52
19,34,52
19,35,52
20,26,52
20,27,52
20,28,52
20,35,52
20,36,52
20,37,52
21,25,52
21,26,52
21,29,52
21,30,52
21,31,52
21,32,52
21,33,52
21,34,52
21,35,52
21,37,52
21,38,52
22,24,52
22,27,52
22,28,52
22,36,52
22,37,52
22,39,52
23,23,52
23,26,52
23,38,52
23,40,52
24,22,52
24,25,52
24,39,52
24,41,52
25,21,52
25,24,52
25,40,52
25,42,52
26,20,52
26,21,52
26,23,52
26,42,52
26,43,52
27,20,52
27,22,52
27,40,52
27,41,52
27,43,52
28,19,52
28,20,52
28,22,52
28,43,52
28,44,52
29,19,52
29,21,52
29,41,52
29,44,52
30,19,52
30,21,52
30,41,52
30,44,52
31,19,52
31,21,52
31,41,52
31,42,52
31,44,52
32,19,52
32,21,52
32,41,52
32,42,52
32,44,52
33,19,52
33,21,52
33,41,52
33,44,52
34,19,52
34,21,52
34,41,52
34,44,52
35,19,52
35,20,52
35,21,52
35,41,52
35,43,52
35,44,52
36,20,52
36,22,52
36,40,52
36,41,52
36,43,52
37,20,52
37,21,52
37,22,52
37,40,52
37,42,52
37,43,52
38,21,52
38,23,52
38,39,52
38,42,52
39,22,52
39,24,52
39,38,52
39,39,52
39,41,52
40,23,52
40,25,52
40,27,52
40,36,52
40,37,52
40,40,52
41,24,52
41,27,52
41,29,52
41,30,52
41,31,52
41,32,52
41,33,52
41,34,52
41,35,52
41,36,52
41,39,52
42,25,52
42,26,52
42,31,52
42,32,52
42,37,52
42,38,52
43,26,52
43,27,52
43,28,52
43,35,52
43,36,52
43,37,52
44,28,52
44,29,52
44,30,52
44,31,52
44,32,52
44,33,52
44,34,52
44,35,52
19,28,53
19,29,53
19,30,53
19,31,53
19,32,53
19,33,53
19,34,53
19,35,53
20,26,53
20,27,53
20,28,53
20,35,53
20,36,53
20,37,53
21,25,53
21,26,53
21,29,53
21,30,53
21,31,53
21,32,53
21,33,53
21,34,53
21,35,53
21,37,53
21,38,53
22,24,53
22,27,53
22,28,53
22,36,53
22,37,53
22,39,53
23,23,53
23,26,53
23,38,53
23,40,53
24,22,53
24,25,53
24,39,53
24,41,53
25,21,53
25,24,53
25,40,53
25,42,53
26,20,53
26,21,53
26,23,53
26,42,53
26,43,53
27,20,53
27,22,53
27,40,53
27,41,53
27,43,53
28,19,53
28,20,53
28,22,53
28,43,53
28,44,53
29,19,53
29,21,53
29,41,53
29,44,53
30,19,53
30,21,53
30,41,53
30,44,53
31,19,53
31,21,53
31,41,53
31,42,53
31,44,53
32,19,53
32,21,53
32,41,53
32,42,53
32,44,53
33,19,53
33,21,53
33,41,53
33,44,53
34,19,53
34,21,53
34,41,53
34,44,53
35,19,53
35,20,53
35,21,53
35,41,53
35,43,53
35,44,53
36,20,53
36,22,53
36,40,53
36,41,53
36,43,53
37,20,53
37,21,53
37,22,53
37,40,53
37,42,53
37,43,53
38,21,53
38,23,53
38,39,53
38,42,53
39,22,53
39,24,53
39,38,53
39,39,53
39,41,53
40,23,53
40,25,53
40,27,53
40,36,53
40,37,53
40,40,53
41,24,53
41,27,53
41,29,53
41,30,53
41,31,53
41,32,53
41,33,53
41,34,53
41,35,53
41,36,53
41,39,53
42,25,53
42,26,53
42,31,53
42,32,53
42,37,53
42,38,53
43,26,53
43,27,53
43,28,53
43,35,53
43,36,53
43,37,53
44,28,53
44,29,53
44,30,53
44,31,53
44,32,53
44,33,53
44,34,53
44,35,53
19,28,54
19,29,54
19,30,54
19,31,54
19,32,54
19,33,54
19,34,54
19,35,54
20,26,54
20,27,54
20,28,54
20,35,54
20,36,54
20,37,54
21,25,54
21,26,54
21,29,54
21,30,54
21,31,54
21,32,54
21,33,54
21,34,54
21,35,54
21,37,54
21,38,54
22,24,54
22,27,54
22,28,54
22,36,54
22,37,54
22,39,54
23,23,54
23,26,54
23,38,54
23,40,54
24,22,54
24,25,54
24,39,54
24,41,54
25,21,54
25,24,54
25,40,54
25,42,54
26,20,54
26,21,54
26,23,54
26,42,54
26,43,54
27,20,54
27,22,54
27,40,54
27,41,54
27,43,54
28,19,54
28,20,54
28,22,54
28,43,54
28,44,54
29,19,54
29,21,54
29,41,54
29,44,54
30,19,54
30,21,54
30,41,54
30,44,54
31,19,54
31,21,54
31,41,54
31,42,54
31,44,54
32,19,54
32,21,54
32,41,54
32,42,54
32,44,54
33,19,54
33,21,54
33,41,54
33,44,54
34,19,54
34,21,54
34,41,54
34,44,54
35,19,54
35,20,54
35,21,54
35,41,54
35,43,54
35,44,54
36,20,54
36,22,54
36,40,54
36,41,54
36,43,54
37,20,54
37,21,54
37,22,54
37,40,54
37,42,54
37,43,54
38,21,54
38,23,54
38,39,54
38,42,54
39,22,54
39,24,54
39,38,54
39,39,54
39,41,54
40,23,54
40,25,54
40,27,54
40,36,54
40,37,54
40,40,54
41,24,54
41,27,54
41,29,54
41,30,54
41,31,54
41,32,54
41,33,54
41,34,54
41,35,54
41,36,54
41,39,54
42,25,54
42,26,54
42,31,54
42,32,54
42,37,54
42,38,54
43,26,54
43,27,54
43,28,54
43,35,54
43,36,54
43,37,54
44,28,54
44,29,54
44,30,54
44,31,54
44,32,54
44,33,54
44,34,54
44,35,54
19,28,55
19,29,55
19,30,55
19,31,55
19,32,55
19,33,55
19,34,55
19,35,55
20,26,55
20,27,55
20,28,55
20,35,55
20,36,55
20,37,55
21,25,55
21,26,55
21,29,55
21,30,55
21,31,55
21,32,55
21,33,55
21,34,55
21,35,55
21,37,55
21,38,55
22,24,55
22,27,55
22,28,55
22,36,55
22,37,55
22,39,55
23,23,55
23,26,55
23,38,55
23,40,55
24,22,55
24,25,55
24,39,55
24,41,55
25,21,55
25,24,55
25,40,55
25,42,55
26,20,55
26,21,55
26,23,55
26,42,55
26,43,55
27,20,55
27,22,55
27,40,55
27,41,55
27,43,55
28,19,55
28,20,55
28,22,55
28,43,55
28,44,55
29,19,55
29,21,55
29,41,55
29,44,55
30,19,55
30,21,55
30,41,55
30,44,55
31,19,55
31,21,55
31,41,55
31,42,55
31,44,55
32,19,55
32,21,55
32,41,55
32,42,55
32,44,55
33,19,55
33,21,55
33,41,55
33,44,55
34,19,55
34,21,55
34,41,55
34,44,55
35,19,55
35,20,55
35,21,55
35,41,55
35,43,55
35,44,55
36,20,55
36,22,55
36,40,55
36,41,55
36,43,55
37,20,55
37,21,55
37,22,55
37,40,55
37,42,55
37,43,55
38,21,55
38,23,55
38,39,55
38,42,55
39,22,55
39,24,55
39,38,55
39,39,55
39,41,55
40,23,55
40,25,55
40,27,55
40,36,55
40,37,55
40,40,55
41,24,55
41,27,55
41,29,55
41,30,55
41,31,55
41,32,55
41,33,55
41,34,55
41,35,55
41,36,55
41,39,55
42,25,55
42,26,55
42,31,55
42,32,55
42,37,55
42,38,55
43,26,55
43,27,55
43,28,55
43,35,55
43,36,55
43,37,55
44,28,55
44,29,55
44,30,55
44,31,55
44,32,55
44,33,55
44,34,55
44,35,55
19,28,56
19,29,56
19,30,56
19,31,56
19,32,56
19,33,56
19,34,56
19,35,56
20,26,56
20,27,56
20,28,56
20,35,56
20,36,56
20,37,56
21,25,56
21,26,56
21,29,56
21,30,56
21,31,56
21,32,56
21,33,56
21,34,56
21,35,56
21,37,56
21,38,56
22,24,56
22,27,56
22,28,56
22,36,56
22,37,56
22,39,56
23,23,56
23,26,56
23,38,56
23,40,56
24,22,56
24,25,56
24,39,56
24,41,56
25,21,56
25,24,56
25,40,56
25,42,56
26,20,56
26,21,56
26,23,56
26,42,56
26,43,56
27,20,56
27,22,56
27,40,56
27,41,56
27,43,56
28,19,56
28,20,56
28,22,56
28,43,56
28,44,56
29,19,56
29,21,56
29,41,56
29,44,56
30,19,56
30,21,56
30,41,56
30,44,56
31,19,56
31,21,56
31,41,56
31,42,56
31,44,56
32,19,56
32,21,56
32,41,56
32,42,56
32,44,56
33,19,56
33,21,56
33,41,56
33,44,56
34,19,56
34,21,56
34,41,56
34,44,56
35,19,56
35,20,56
35,21,56
35,41,56
35,43,56
35,44,56
36,20,56
36,22,56
36,40,56
36,41,56
36,43,56
37,20,56
37,21,56
37,22,56
37,40,56
37,42,56
37,43,56
38,21,56
38,23,56
38,39,56
38,42,56
39,22,56
39,24,56
39,38,56
39,39,56
39,41,56
40,23,56
40,25,56
40,27,56
40,36,56
40,37,56
40,40,56
41,24,56
41,27,56
41,29,56
41,30,56
41,31,56
41,32,56
41,33,56
41,34,56
41,35,56
41,36,56
41,39,56
42,25,56
42,26,56
42,31,56
42,32,56
42,37,56
42,38,56
43,26,56
43,27,56
43,28,56
43,35,56
43,36,56
43,37,56
44,28,56
44,29,56
44,30,56
44,31,56
44,32,56
44,33,56
44,34,56
44,35,56
19,28,57
19,29,57
19,30,57
19,31,57
19,32,57
19,33,57
19,34,57
19,35,57
20,26,57
20,27,57
20,28,57
20,35,57
20,36,57
20,37,57
21,25,57
21,26,57
21,29,57
21,30,57
21,31,57
21,32,57
21,33,57
21,34,57
21,35,57
21,37,57
21,38,57
22,24,57
22,27,57
22,28,57
22,36,57
22,37,57
22,39,57
23,23,57
23,26,57
23,38,57
23,40,57
24,22,57
24,25,57
24,39,57
24,41,57
25,21,57
25,24,57
25,40,57
25,42,57
26,20,57
26,21,57
26,23,57
26,42,57
26,43,57
27,20,57
27,22,57
27,40,57
27,41,57
27,43,57
28,19,57
28,20,57
28,22,57
28,43,57
28,44,57
29,19,57
29,21,57
29,41,57
29,44,57
30,19,57
30,21,57
30,41,57
30,44,57
31,19,57
31,21,57
31,41,57
31,42,57
31,44,57
32,19,57
32,21,57
32,41,57
32,42,57
32,44,57
33,19,57
33,21,57
33,41,57
33,44,57
34,19,57
34,21,57
34,41,57
34,44,57
35,19,57
35,20,57
35,21,57
35,41,57
35,43,57
35,44,57
36,20,57
36,22,57
36,40,57
36,41,57
36,43,57
37,20,57
37,21,57
37,22,57
37,40,57
37,42,57
37,43,57
38,21,57
38,23,57
38,39,57
38,42,57
39,22,57
39,24,57
39,38,57
39,39,57
39,41,57
40,23,57
40,25,57
40,27,57
40,36,57
40,37,57
40,40,57
41,24,57
41,27,57
41,29,57
41,30,57
41,31,57
41,32,57
41,33,57
41,34,57
41,35,57
41,36,57
41,39,57
42,25,57
42,26,57
42,31,57
42,32,57
42,37,57
42,38,57
43,26,57
43,27,57
43,28,57
43,35,57
43,36,57
43,37,57
44,28,57
44,29,57
44,30,57
44,31,57
44,32,57
44,33,57
44,34,57
44,35,57
19,28,58
19,29,58
19,30,58
19,31,58
19,32,58
19,33,58
19,34,58
19,35,58
20,26,58
20,27,58
20,28,58
20,35,58
20,36,58
20,37,58
21,25,58
21,26,58
21,29,58
21,30,58
21,31,58
21,32,58
21,33,58
21,34,58
21,35,58
21,37,58
21,38,58
22,24,58
22,27,58
22,28,58
22,36,58
22,37,58
22,39,58
23,23,58
23,26,58
23,38,58
23,40,58
24,22,58
24,25,58
24,39,58
24,41,58
25,21,58
25,24,58
25,40,58
25,42,58
26,20,58
26,21,58
26,23,58
26,42,58
26,43,58
27,20,58
27,22,58
27,40,58
27,41,58
27,43,58
28,19,58
28,20,58
28,22,58
28,43,58
28,44,58
29,19,58
29,21,58
29,41,58
29,44,58
30,19,58
30,21,58
30,41,58
30,44,58
31,19,58
31,21,58
31,41,58
31,42,58
31,44,58
32,19,58
32,21,58
32,41,58
32,42,58
32,44,58
33,19,58
33,21,58
33,41,58
33,44,58
34,19,58
34,21,58
34,41,58
34,44,58
35,19,58
35,20,58
35,21,58
35,41,58
35,43,58
35,44,58
36,20,58
36,22,58
36,40,58
36,41,58
36,43,58
37,20,58
37,21,58
37,22,58
37,40,58
37,42,58
37,43,58
38,21,58
38,23,58
38,39,58
38,42,58
39,22,58
39,24,58
39,38,58
39,39,58
39,41,58
40,23,58
40,25,58
40,27,58
40,36,58
40,37,58
40,40,58
41,24,58
41,27,58
41,29,58
41,30,58
41,31,58
41,32,58
41,33,58
41,34,58
41,35,58
41,36,58
41,39,58
42,25,58
42,26,58
42,31,58
42,32,58
42,37,58
42,38,58
43,26,58
43,27,58
43,28,58
43,35,58
43,36,58
43,37,58
44,28,58
44,29,58
44,30,58
44,31,58
44,32,58
44,33,58
44,34,58
44,35,58
19,28,59
19,29,59
19,30,59
19,31,59
19,32,59
19,33,59
19,34,59
19,35,59
20,26,59
20,27,59
20,28,59
20,35,59
20,36,59
20,37,59
21,25,59
21,26,59
21,29,59
21,30,59
21,31,59
21,32,59
21,33,59
21,34,59
21,35,59
21,37,59
21,38,59
22,24,59
22,27,59
22,28,59
22,36,59
22,37,59
22,39,59
23,23,59
23,26,59
23,38,59
23,40,59
24,22,59
24,25,59
24,39,59
24,41,59
25,21,59
25,24,59
25,40,59
25,42,59
26,20,59
26,21,59
26,23,59
26,42,59
26,43,59
27,20,59
27,22,59
27,40,59
27,41,59
27,43,59
28,19,59
28,20,59
28,22,59
28,43,59
28,44,59
29,19,59
29,21,59
29,41,59
29,44,59
30,19,59
30,21,59
30,41,59
30,44,59
31,19,59
31,21,59
31,41,59
31,42,59
31,44,59
32,19,59
32,21,59
32,41,59
32,42,59
32,44,59
33,19,59
33,21,59
33,41,59
33,44,59
34,19,59
34,21,59
34,41,59
34,44,59
35,19,59
35,20,59
35,21,59
35,41,59
35,43,59
35,44,59
36,20,59
36,22,59
36,40,59
36,41,59
36,43,59
37,20,59
37,21,59
37,22,59
37,40,59
37,42,59
37,43,59
38,21,59
38,23,59
38,39,59
38,42,59
39,22,59
39,24,59
39,38,59
39,39,59
39,41,59
40,23,59
40,25,59
40,27,59
40,36,59
40,37,59
40,40,59
41,24,59
41,27,59
41,29,59
41,30,59
41,31,59
41,32,59
41,33,59
41,34,59
41,35,59
41,36,59
41,39,59
42,25,59
42,26,59
42,31,59
42,32,59
42,37,59
42,38,59
43,26,59
43,27,59
43,28,59
43,35,59
43,36,59
43,37,59
44,28,59
44,29,59
44,30,59
44,31,59
44,32,59
44,33,59
44,34,59
44,35,59
19,28,60
19,29,60
19,30,60
19,31,60
19,32,60
19,33,60
19,34,60
19,35,60
20,26,60
20,27,60
20,28,60
20,35,60
20,36,60
20,37,60
21,25,60
21,26,60
21,29,60
21,30,60
21,31,60
21,32,60
21,33,60
21,34,60
21,35,60
21,37,60
21,38,60
22,24,60
22,27,60
22,28,60
22,36,60
22,37,60
22,39,60
23,23,60
23,26,60
23,38,60
23,40,60
24,22,60
24,25,60
24,39,60
24,41,60
25,21,60
25,24,60
25,40,60
25,42,60
26,20,60
26,21,60
26,23,60
26,42,60
26,43,60
27,20,60
27,22,60
27,40,60
27,41,60
27,43,60
28,19,60
28,20,60
28,22,60
28,43,60
28,44,60
29,19,60
29,21,60
29,41,60
29,44,60
30,19,60
30,21,60
30,41,60
30,44,60
31,19,60
31,21,60
31,41,60
31,42,60
31,44,60
32,19,60
32,21,60
32,41,60
32,42,60
32,44,60
33,19,60
33,21,60
33,41,60
33,44,60
34,19,60
34,21,60
34,41,60
34,44,60
35,19,60
35,20,60
35,21,60
35,41,60
35,43,60
35,44,60
36,20,60
36,22,60
36,40,60
36,41,60
36,43,60
37,20,60
37,21,60
37,22,60
37,40,60
37,42,60
37,43,60
38,21,60
38,23,60
38,39,60
38,42,60
39,22,60
39,24,60
39,38,60
39,39,60
39,41,60
40,23,60
40,25,60
40,27,60
40,36,60
40,37,60
40,40,60
41,24,60
41,27,60
41,29,60
41,30,60
41,31,60
41,32,60
41,33,60
41,34,60
41,35,60
41,36,60
41,39,60
42,25,60
42,26,60
42,31,60
42,32,60
42,37,60
42,38,60
43,26,60
43,27,60
43,28,60
43,35,60
43,36,60
43,37,60
44,28,60
44,29,60
44,30,60
44,31,60
44,32,60
44,33,60
44,34,60
44,35,60
19,28,61
19,29,61
19,30,61
19,31,61
19,32,61
19,33,61
19,34,61
19,35,61
20,26,61
20,27,61
20,28,61
20,35,61
20,36,61
20,37,61
21,25,61
21,26,61
21,29,61
21,30,61
21,31,61
21,32,61
21,33,61
21,34,61
21,35,61
21,37,61
21,38,61
22,24,61
22,27,61
22,28,61
22,36,61
22,37,61
22,39,61
23,23,61
23,26,61
23,38,61
23,40,61
24,22,61
24,25,61
24,39,61
24,41,61
25,21,61
25,24,61
25,40,61
25,42,61
26,20,61
26,21,61
26,23,61
26,42,61
26,43,61
27,20,61
27,22,61
27,40,61
27,41,61
27,43,61
28,19,61
28,20,61
28,22,61
28,43,61
28,44,61
29,19,61
29,21,61
29,41,61
29,44,61
30,19,61
30,21,61
30,41,61
30,44,61
31,19,61
31,21,61
31,41,61
31,42,61
31,44,61
32,19,61
32,21,61
32,41,61
32,42,61
32,44,61
33,19,61
33,21,61
33,41,61
33,44,61
34,19,61
34,21,61
34,41,61
34,44,61
35,19,61
35,20,61
35,21,61
35,41,61
35,43,61
35,44,61
36,20,61
36,22,61
36,40,61
36,41,61
36,43,61
37,20,61
37,21,61
37,22,61
37,40,61
37,42,61
37,43,61
38,21,61
38,23,61
38,39,61
38,42,61
39,22,61
39,24,61
39,38,61
39,39,61
39,41,61
40,23,61
40,25,61
40,27,61
40,36,61
40,37,61
40,40,61
41,24,61
41,27,61
41,29,61
41,30,61
41,31,61
41,32,61
41,33,61
41,34,61
41,35,61
41,36,61
41,39,61
42,25,61
42,26,61
42,31,61
42,32,61
42,37,61
42,38,61
43,26,61
43,27,61
43,28,61
43,35,61
43,36,61
43,37,61
44,28,61
44,29,61
44,30,61
44,31,61
44,32,61
44,33,61
44,34,61
44,35,61
19,28,62
19,29,62
19,30,62
19,31,62
19,32,62
19,33,62
19,34,62
19,35,62
20,26,62
20,27,62
20,36,62
20,37,62
21,25,62
21,36,62
21,38,62
22,24,62
22,28,62
23,23,62
23,26,62
23,28,62
23,29,62
23,30,62
23,31,62
23,32,62
23,33,62
23,34,62
23,35,62
24,22,62
24,25,62
24,26,62
24,27,62
24,28,62
24,29,62
24,30,62
24,31,62
24,32,62
24,33,62
24,34,62
24,35,62
24,36,62
24,37,62
25,21,62
25,24,62
25,25,62
25,26,62
25,27,62
25,28,62
25,29,62
25,30,62
25,31,62
25,32,62
25,33,62
25,34,62
25,35,62
25,36,62
25,37,62
25,38,62
26,20,62
26,23,62
26,24,62
26,25,62
26,26,62
26,27,62
26,28,62
26,29,62
26,30,62
26,31,62
26,32,62
26,33,62
26,34,62
26,35,62
26,36,62
26,37,62
26,38,62
26,39,62
26,42,62
27,20,62
27,24,62
27,25,62
27,26,62
27,27,62
27,28,62
27,29,62
27,30,62
27,31,62
27,32,62
27,33,62
27,34,62
27,35,62
27,36,62
27,37,62
27,38,62
27,39,62
27,40,62
28,19,62
28,22,62
28,23,62
28,24,62
28,25,62
28,26,62
28,27,62
28,28,62
28,29,62
28,30,62
28,31,62
28,32,62
28,33,62
28,34,62
28,35,62
28,36,62
28,37,62
28,38,62
28,39,62
28,40,62
28,43,62
29,19,62
29,23,62
29,24,62
29,25,62
29,26,62
29,27,62
29,28,62
29,29,62
29,30,62
29,31,62
29,32,62
29,33,62
29,34,62
29,35,62
29,36,62
29,37,62
29,38,62
29,39,62
29,40,62
29,41,62
29,43,62
30,19,62
30,23,62
30,24,62
30,25,62
30,26,62
30,27,62
30,28,62
30,29,62
30,30,62
30,31,62
30,32,62
30,33,62
30,34,62
30,35,62
30,36,62
30,37,62
30,38,62
30,39,62
30,40,62
30,41,62
31,19,62
31,23,62
31,24,62
31,25,62
31,26,62
31,27,62
31,28,62
31,29,62
31,30,62
31,31,62
31,32,62
31,33,62
31,34,62
31,35,62
31,36,62
31,37,62
31,38,62
31,39,62
31,40,62
31,41,62
32,19,62
32,23,62
32,24,62
32,25,62
32,26,62
32,27,62
32,28,62
32,29,62
32,30,62
32,31,62
32,32,62
32,33,62
32,34,62
32,35,62
32,36,62
32,37,62
32,38,62
32,39,62
32,40,62
32,41,62
33,19,62
33,23,62
33,24,62
33,25,62
33,26,62
33,27,62
33,28,62
33,29,62
33,30,62
33,31,62
33,32,62
33,33,62
33,34,62
33,35,62
33,36,62
33,37,62
33,38,62
33,39,62
33,40,62
33,41,62
34,19,62
34,23,62
34,24,62
34,25,62
34,26,62
34,27,62
34,28,62
34,29,62
34,30,62
34,31,62
34,32,62
34,33,62
34,34,62
34,35,62
34,36,62
34,37,62
34,38,62
34,39,62
34,40,62
34,41,62
34,43,62
35,19,62
35,23,62
35,24,62
35,25,62
35,26,62
35,27,62
35,28,62
35,29,62
35,30,62
35,31,62
35,32,62
35,33,62
35,34,62
35,35,62
35,36,62
35,37,62
35,38,62
35,39,62
35,40,62
35,41,62
35,43,62
36,20,62
36,24,62
36,25,62
36,26,62
36,27,62
36,28,62
36,29,62
36,30,62
36,31,62
36,32,62
36,33,62
36,34,62
36,35,62
36,36,62
36,37,62
36,38,62
36,39,62
36,40,62
36,42,62
37,20,62
37,24,62
37,25,62
37,26,62
37,27,62
37,28,62
37,29,62
37,30,62
37,31,62
37,32,62
37,33,62
37,34,62
37,35,62
37,36,62
37,37,62
37,38,62
37,39,62
37,40,62
37,42,62
38,21,62
38,25,62
38,26,62
38,27,62
38,28,62
38,29,62
38,30,62
38,31,62
38,32,62
38,33,62
38,34,62
38,35,62
38,36,62
38,37,62
38,38,62
38,39,62
38,41,62
39,26,62
39,27,62
39,28,62
39,29,62
39,30,62
39,31,62
39,32,62
39,33,62
39,34,62
39,35,62
39,36,62
39,37,62
39,38,62
39,40,62
40,27,62
40,28,62
40,29,62
40,30,62
40,31,62
40,32,62
40,33,62
40,34,62
40,35,62
40,36,62
40,37,62
40,39,62
41,29,62
41,30,62
41,31,62
41,32,62
41,33,62
41,34,62
41,35,62
41,38,62
42,26,62
42,36,62
42,37,62
43,28,62
43,34,62
43,35,62
20,28,63
20,29,63
20,30,63
20,31,63
20,32,63
20,33,63
20,34,63
20,35,63
20,36,63
20,37,63
21,26,63
21,27,63
21,28,63
21,29,63
21,30,63
21,31,63
21,32,63
21,33,63
21,34,63
21,35,63
21,37,63
22,25,63
22,26,63
22,27,63
22,36,63
22,37,63
22,38,63
23,24,63
23,25,63
23,37,63
23,38,63
23,39,63
24,23,63
24,24,63
24,38,63
24,39,63
24,40,63
25,22,63
25,23,63
25,39,63
25,40,63
25,41,63
25,42,63
26,21,63
26,22,63
26,40,63
26,41,63
26,43,63
27,21,63
27,22,63
27,41,63
27,42,63
27,43,63
28,20,63
28,21,63
28,41,63
28,42,63
28,44,63
29,20,63
29,21,63
29,42,63
29,44,63
30,20,63
30,21,63
30,42,63
30,43,63
30,44,63
31,20,63
31,21,63
31,42,63
31,43,63
31,44,63
32,20,63
32,21,63
32,42,63
32,43,63
32,44,63
33,20,63
33,21,63
33,42,63
33,43,63
33,44,63
34,20,63
34,21,63
34,42,63
34,44,63
35,20,63
35,21,63
35,41,63
35,42,63
35,44,63
36,21,63
36,22,63
36,41,63
36,43,63
37,20,63
37,21,63
37,22,63
37,23,63
37,40,63
37,41,63
37,43,63
38,22,63
38,23,63
38,24,63
38,39,63
38,40,63
38,42,63
39,23,63
39,24,63
39,25,63
39,38,63
39,39,63
39,41,63
40,24,63
40,25,63
40,26,63
40,37,63
40,38,63
40,40,63
41,25,63
41,26,63
41,27,63
41,28,63
41,35,63
41,36,63
41,37,63
41,39,63
42,25,63
42,27,63
42,28,63
42,29,63
42,30,63
42,31,63
42,32,63
42,33,63
42,34,63
42,35,63
42,38,63
43,26,63
43,27,63
43,29,63
43,30,63
43,31,63
43,32,63
43,33,63
43,36,63
43,37,63
44,28,63
44,29,63
44,30,63
44,31,63
44,32,63
44,33,63
44,34,63
44,35,63
